,query,verbs,nouns,verb_cancel
27915,where do i check your refund policy?,check,"refund,policy",False
27916,can i vfiew your money back policy?,vfiew,"money,back,policy",False
27917,tell me how long refunds take,"tell,take",refunds,False
27918,ask an agent where to view their money back guarantee,"ask,view","agent,money,guarantee",False
27919,i want to check your reimbursement policy,"want,check","reimbursement,policy",False
27920,"i wanna see your reimbursement policy, what can i do?","wanna,see,do","reimbursement,policy",False
27921,I want to know how long refunds take,"want,know,take",refunds,False
27922,show me your money back guarantee,show,"money,guarantee",False
27923,check your reimbursement policy,check,"reimbursement,policy",False
27924,"I want to view your money back guarantee, what do I have to do?","want,view,have,do","money,guarantee",False
27925,where can I see your money back policy?,see,"money,policy",False
27926,I want information about your refund policy,want,"information,refund,policy",False
27927,how to view your money back guarantee,view,"money,guarantee",False
27928,how long does a refund take?,,"refund,take",False
27929,can I check your money back guarantee?,check,"money,guarantee",False
27930,"I don't know anything about your reimbursement policy, can you tell me about it?","know,tell","reimbursement,policy",False
27931,how do I view out reimbursement policy?,view,"reimbursement,policy",False
27932,"i wanna view your refund policy, can u help me?","wanna,view,help","refund,policy,u",False
27933,"i want to check your refund policy , can u help me?","want,check,help","refund,policy,u",False
27934,"I want to check your money back policy, can you help me, please?","want,check,help","money,policy",False
27935, wan to check your money back guarantee,check,"money,guarantee",False
27936,"can you ask an agent if I could view their refund policy, please?","ask,view","agent,refund,policy",False
27937,ohw do I view your money back policy ?,view,"money,policy",False
27938,I don't know anything about your rfund policy and I want information about it,"know,want","rfund,policy,information",False
27939,where do I see your reimbursement policy?,see,"reimbursement,policy",False
27940,"I want to see your money back guarantee, what do I have to do?","want,see,have,do","money,guarantee",False
27941,can u ask an agent how to check their money back policy?,"ask,check","agent,money,policy",False
27942,ask an agent if i can see their reimbursement policy,"ask,see","agent,reimbursement,policy",False
27943,"I don't know anything about your refund policy, can you tell me about it?","know,tell","refund,policy",False
27944,"i want to check your money back policy, can u help me, please?","want,check,help","money,policy,u",False
27945,ask an agent to check thier money back guarantee,"ask,check","agent,money,guarantee",False
27946,could you find information about your money back policy?,find,"information,money,back,policy",False
27947,"I want to see your money back policy, what do I have to do?","want,see,have,do","money,policy",False
27949,ask an agent how i can see their money back policy,"ask,see","agent,money,policy",False
27950,ask an agent how to view their money back policy,"ask,view","agent,money,policy",False
27951,"I want to see your refund policy, what can I do?","want,see,do","refund,policy",False
27952,"I want to view your money back policy, can you help me?","want,view,help","money,policy",False
27953,where do i see your refund policy?,see,"refund,policy",False
27954,"I want to check your money back guarantee, what do I have to do?","want,check,have,do","money,guarantee",False
27955,where can I see your reimbursement policy?,see,"reimbursement,policy",False
27956,"I want to check your money back policy, what should I do?","want,check,do","money,policy",False
27958,"could you ask an agent to check their money back policy, please?","ask,check","agent,money,policy",False
27959,"I want to see your reimbursement policy, what dl I have to do?","want,see,have,do","reimbursement,policy",False
27960,"id like to see your fuckingv money back policy, what do i have to do?","like,see,have,do","money,policy",False
27961,could you ask an agent where to view their fucking refund policy?,"ask,view","agent,refund,policy",False
27962,i wanna see your money back guarantee,"wanna,see","money,guarantee",False
27963,"i want to check your reimbursement policy, what can i do ?","want,check,do","reimbursement,policy",False
27964,could u ask an agent where to see their money back guarantee?,"ask,see","agent,money,guarantee",False
27965,ask an agent to find information about their reimbursement policy,"ask,find","agent,information,reimbursement,policy",False
27966,i wanna view yoour money back guarantee,"wanna,view","money,guarantee",False
27967,I'm interested in your money back guaranree and I want to know about it,"want,know","money,guaranree",False
27968,"please, can u ask an agent to show me information about their money back policy?","ask,show","agent,information,money,back,policy",False
27969,how can I view your refund policy?,view,"refund,policy",False
27970,how do I view your money back guarantee?,view,"money,guarantee",False
27971,"could you ask an agent how I could view their fucking money back guarantee, please?","ask,view","agent,money,guarantee",False
27972,can i view your money back guarantee?,view,"money,guarantee",False
27973,i need help viewwing your money back guarantee,"need,viewwing","help,money,guarantee",False
27974,ask an agent how i can view their refund policy,"ask,view","agent,refund,policy",False
27975,I don't know anything about your refund policy and I need information about it,"know,need","refund,policy,information",False
27976,could u askan agent ohw to check their fucking money back guarantee?,check,"money,guarantee",False
27977,can you give me information about your reimbursement policy?,give,"information,reimbursement,policy",False
27978,"I'd like to view your reufnd policy, what should I do, pleae?","like,view,do",policy,False
27979,could you ask an agent for information abuot their money back guarantee?,ask,"agent,information,money,guarantee",False
27980,where can I view your money back guarantee?,view,"money,guarantee",False
27981,where do I view your reimbursement policy?,view,"reimbursement,policy",False
27982,ask an agent where to view their money back policy,"ask,view","agent,money,policy",False
27983,"I want to view your reimbursement policy, qhat should I do?","want,view,do","reimbursement,policy",False
27984,ask an agent where to check their reimbursement policy,"ask,check","agent,reimbursement,policy",False
27985,ask an agent how to see their reimbursement policy,"ask,see","agent,reimbursement,policy",False
27986,I need help viewing your refund policy,"need,viewing","help,refund,policy",False
27987,how can I view your reimbursement policy?,view,"reimbursement,policy",False
27988,where to view your money back guarantee,view,"money,guarantee",False
27989,where to check your refund policy,check,"refund,policy",False
27990,can you ask an agent where I could see their fucking reimbursement policy?,"ask,see","agent,reimbursement,policy",False
27991,I don't know anything about your refund policy and I want to knowabout it,"know,want,knowabout","refund,policy",False
27992,help me check your refund policy,"help,check","refund,policy",False
27993,I don't know anything about your fucking reimbursement policy and I'd like to know about it,"know,like,know","reimbursement,policy",False
27994,"id like to check your money back pooicy, can u help me?","like,check,help","money,pooicy",False
27995,iminterested in your refund policy,iminterested,"refund,policy",False
27996,how do I see your refund policy?,see,"refund,policy",False
27997,"i wanna check your money back policy, what should i do?","wanna,check,do","money,policy",False
27998,I'm interested in your reimbursement policy and I want to know about it,"want,know","reimbursement,policy",False
27999,"please, can you ask an agent if I can view their fucking reimbursement policy?","ask,view","agent,reimbursement,policy",False
28000,help me see your reimbursement policy,"help,see","reimbursement,policy",False
28001,help me view your money back guarantee,"help,view","money,guarantee",False
28002,"I want to check your reimbursement policy, what should I do ?","want,check,do","reimbursement,policy",False
28003,can u ask an agent to show me infrmation about their refund policy?,"ask,show","agent,infrmation,refund,policy",False
28004,can you tell me about your money back policy?,tell,"money,back,policy",False
28005,I need information about your refund policy,need,"information,refund,policy",False
28006,"I want to check your money back guarantee, what can I do?","want,check,do","money,guarantee",False
28007,"please, could you ask an agent how I could check their money abck guarantee?","ask,check","agent,money,abck,guarantee",False
28008,information about your money back policy,,"information,money,back,policy",False
28009,how can I check your money back guarantee?,check,"money,guarantee",False
28010,"can u ask an agent how i can see their fucking refund policy, please?","ask,see","agent,refund,policy",False
28011,"please , ask an agent to show me information about their fucking money back policy","ask,show","agent,information,money,policy",False
28012,I'm interested in your reimbursement policy and I want information about it,want,"reimbursement,policy,information",False
28013,where is your refund policy?,,"refund,policy",False
28014,where can i see your refund policy ?,see,"refund,policy",False
28015,I don't know anything about your reimbursement policy and I want information about it,"know,want","reimbursement,policy,information",False
28016,"I want to view your reimbursement policy, what do I have to do?","want,view,have,do","reimbursement,policy",False
28017,can Isee your moey back policy?,,"back,policy",False
28018,how can I see your refund policy?,see,"refund,policy",False
28019,ask an agent where i can view their reimbursement policy,"ask,view","agent,reimbursement,policy",False
28020,I want to see your refund policy,"want,see","refund,policy",False
28021,ask an agent where I could see their refund policy,"ask,see","agent,refund,policy",False
28022,where do I see your money back guarantee?,see,"money,guarantee",False
28023,where do I view your money back policy?,view,"money,policy",False
28024,I'm interested in your money back guarantee,,"money,guarantee",False
28025,I want information about your mnoney back guarantee,want,"information,mnoney,back",False
28026,I'm  interested in your money back policy,,"money,back,policy",False
28027,I don't know anything about your money back guarantee and I want to know about it,"know,want,know","money,guarantee",False
28028,"I want to check your refund policy, what do I have to do?","want,check,have,do","refund,policy",False
28029,ask an agent where i can see their reimbursement policy,"ask,see","agent,reimbursement,policy",False
28030,"I'm interested in your refund policy, tell me about it",tell,"refund,policy",False
28031,where can I see your refund policy?,see,"refund,policy",False
28032,I don't know anything about your money back policy and I need information about it,"know,need","money,policy,information",False
28033,"can you show me your money back policy, please?",show,"money,policy",False
28034,I don't know anything about your money back policy and I want to know about it,"know,want,know","money,policy",False
28035,"I need help checking your money back policy, please","need,checking","help,money,policy",False
28036,can u ask an agent how i could see their refund policy?,"ask,see","agent,refund,policy",False
28037,"could u ask an agent if i could see their fucking money back policy, please?","ask,see","agent,money,policy",False
28038,refund policy,,"refund,policy",False
28039,"please, can you ask an agent to find information about their reimbursement policy?","ask,find","agent,information,reimbursement,policy",False
28040,howto check your money back policy,check,"money,policy",False
28041,I need help checking your money back policy,"need,checking","help,money,policy",False
28042,could u ask an agent if i could see their reimbursemenmt policy?,"ask,see","agent,reimbursemenmt,policy",False
28043,can I see your refund policy?,see,"refund,policy",False
28044,"please, ask an agent to give me information about their money back guarantee","ask,give","agent,information,money,guarantee",False
28045,"I want to view your money back guarantee, what should I do?","want,view,do","money,guarantee",False
28046,"i want to view your money back guarantee, what can i do?","want,view,do","money,guarantee",False
28047,"I want to see your reimbursement policy, what should I do?","want,see,do","reimbursement,policy",False
28048,can you tell me if service fees are refundable?,tell,"service,fees",False
28049,"I'm interested in your money back guarantee, tell me about it, please",tell,"money,guarantee",False
28050,"the game was postponed, help me obtain a reimbursement","postponed,help,obtain","game,reimbursement",False
28051,"the game was postponed, what should I do to obtain a reimbursement?","postponed,do,obtain","game,reimbursement",False
28052,"the concert was postponed, what should I do to request a reimbursement?","postponed,do,request","concert,reimbursement",False
28053,ask an agent if i can receive a refund,"ask,receive","agent,refund",False
28054,"the event was postponed, what do i have to do to request a reimbursement?","postponed,have,do,request","event,reimbursement",False
28055,"the game was cancelled, how do i get a refund?","cancelled,get","game,refund",False
28056,"the concert was cancelled, what should I do to get a refund?","cancelled,do,get","concert,refund",False
28057,"the game was cancelled, what should i do?","cancelled,do",game,False
28058,the game was postponed and i wanna obtain a reimbursement,"postponed,wanna,obtain","game,reimbursement",False
28059,"the concert was postponed, what do I have to do to obtain a reimbursement?","postponed,have,do,obtain","concert,reimbursement",False
28060,"the concert was cancelled, help me obtain a reimbursement","cancelled,help,obtain","concert,reimbursement",False
28061,"the concert was postponed, what should I do to request a refund?","postponed,do,request","concert,refund",False
28062,"the show was cancelled, what can I do to obtain a reimbursement?","cancelled,do,obtain","show,reimbursement",False
28063,"the show was cancelled, help me egt a refund","cancelled,help,egt","show,refund",False
28064,"the event was postponed , what do i have to do to obtain a reimbursement ?","postponed,have,do,obtain","event,reimbursement",False
28065,"the show was cancelled, how do I get a reimbursement?","cancelled,get","show,reimbursement",False
28066,i need help obtaining a refund,"need,obtaining","help,refund",False
28067,where do i request a refund?,request,refund,False
28068,"I want a refund, what should I do to get one?","want,do,get",refund,False
28069,wjere can i obtain a reimbursement?,obtain,reimbursement,False
28070,the concert was cancelled and I want to obtain a reimbursement,"cancelled,want,obtain","concert,reimbursement",False
28071,"I need a reimbursement, what should I do to obtain one?","need,do,obtain",reimbursement,False
28072,"the fucking concert was postponed, help me obtain a reimbursement, please","postponed,help,obtain","concert,reimbursement",False
28073,"the game was cancelled, what should I do to get a reimbursement?","cancelled,do,get","game,reimbursement",False
28074,"I need a reimbursement, help me get one","need,help,get",reimbursement,False
28075,could u ask an agent to request a refund?,"ask,request","agent,refund",False
28076,"the show was postponed, what can I do to request a reimbursement?","postponed,do,request","show,reimbursement",False
28077,"the concert was postponed, can I get a reimbursement?","postponed,get","concert,reimbursement",False
28078,"i want a reimbursement, can i request one ?","want,request","reimbursement,one",False
28079,ask an agent to get a reimbursement,"ask,get","agent,reimbursement",False
28080,where can I get a reimbursement?,get,reimbursement,False
28081,can you ask an agent where to request a refund?,"ask,request","agent,refund",False
28082,"i wanta reimbursement, what should i do?","wanta,do",reimbursement,False
28083,"the show was postponed, obtain a refund","postponed,obtain","show,refund",False
28084,"the event was postponed, can you help me?","postponed,help",event,False
28085,"id like a refund, what do i have to do to get one?","like,have,do,get","d,refund",False
28086,"the game was cancelled, get a refund","cancelled,get","game,refund",False
28087,"the concert was cancelled, how could I request a reimbursement?","cancelled,request","concert,reimbursement",False
28088,"the concert was postponed, what should I do to get a refund?","postponed,do,get","concert,refund",False
28089,"he game was postponed, could I obtain a reimbursement ?","postponed,obtain","game,reimbursement",False
28090,"the show was postponed, how can I obtain a refund?","postponed,obtain","show,refund",False
28091,"I want a refund, how do I get one?","want,get",refund,False
28092,"the show was postponed, how do I request a reimbursement?","postponed,request","show,reimbursement",False
28093,"the show was cancelled, what do I have to do?","cancelled,have,do",show,False
28094,"the show was cancelled, what should i do to obtain a reimbursement?","cancelled,do,obtain","show,reimbursement",False
28095,the show was cancelled and I would like to request a reimbursement,"cancelled,like,request","show,reimbursement",False
28096,the game was postponed and I want to obtain a refund,"postponed,want,obtain","game,refund",False
28097,ask an agent where i could obtain a reimbursement,"ask,obtain","agent,reimbursement",False
28098,"the event was cancelled, how do i request a refund?","cancelled,request","event,refund",False
28099,the show was postponed and i wanna request a reimbursement,"postponed,wanna","show,request,reimbursement",False
28100,"i need a refund, what can i do to obtain one?","need,do,obtain",refund,False
28101,the concert was postponed and i want to get a reimbursement,"postponed,want,get","concert,reimbursement",False
28102,"the concert was postponed, help me get a reimbursement","postponed,help,get","concert,reimbursement",False
28103,how to get a reimbursement,get,reimbursement,False
28104,"I need a refund, how do I obtain one?","need,obtain",refund,False
28105,the game was postponed and i wanna get a reimbursement,"postponed,wanna,get","game,reimbursement",False
28106,"the show was cancelled, get a reimbursement","cancelled,get","show,reimbursement",False
28107,"the concert was postponed, help me request a reimbursement","postponed,help,request","concert,reimbursement",False
28108,"I want to request a reimbursement, what can I do?","want,request,do",reimbursement,False
28109,"the game was cancelled, what do I have to do to get a reimbursement?","cancelled,have,do,get","game,reimbursement",False
28110,"the show was cancelled, what can I do?","cancelled,do",show,False
28111,"the event was cancelled, how do I request a refund?","cancelled,request","event,refund",False
28112,"the concert was cancelled, how do i request a reimbursement?","cancelled,request","concert,reimbursement",False
28113,"please, can you ask an agent how I could get a fucking refund?","ask,get","agent,refund",False
28114,"the event was postponed, how can i obtain a refund?","postponed,obtain","event,refund",False
28115,where to receive a refund,receive,refund,False
28116,I eed help obtaining a refund,"eed,obtaining","help,refund",False
28117,"the game was cancelled, how do i request a refund?","cancelled,request","game,refund",False
28118,"the game was postponed, what should I do to request a reimbursement?","postponed,do,request","game,reimbursement",False
28119,"I need a refund, how do I get one?","need,get",refund,False
28120,"the show was postponed, what should I do to get a refund?","postponed,do,get","show,refund",False
28121,"I want a refund, how can I get one?","want,get",refund,False
28122,"the show was postponed, what can i do to request a refund?","postponed,do,request","show,refund",False
28123,"the concert was postponed, what should i do to get a reimbursement?","postponed,do,get","concert,reimbursement",False
28124,"I need a reimbursement, what should I do to get one?","need,do,get",reimbursement,False
28125,"the ahow was cancelled, can u help me?","cancelled,help",u,False
28126,where can I request a refund?,request,refund,False
28127,"i want a reimbursement, help me get one","want,help,get",reimbursement,False
28128,"I want to obtain a refund, what should I do?","want,obtain,do",refund,False
28129,"the event was cancelled, get a refund","cancelled,get","event,refund",False
28130,"the concert was postponed, help me obtain a reimbursement","postponed,help,obtain","concert,reimbursement",False
28131,"the concert was postponed, what do I havbe to do to get a refund?","postponed,havbe,do,get","concert,refund",False
28132,"the event was postponed, help me request a reimbursement","postponed,help,request","event,reimbursement",False
28133,"the game was cancelled and I would like to obtain an refund, please","cancelled,like,obtain","game,refund",False
28134,where do I obtain a reimbursement?,obtain,reimbursement,False
28135,"the concert was postponed, can u help me?","postponed,help","concert,u",False
28136,how do i obtain a reimbursement?,obtain,reimbursement,False
28137,"the game was postponed, what do i have to do to get a refund?","postponed,have,do,get","game,refund",False
28138,"the concert was cancelled, what do i have to do to request a refund?","cancelled,have,do,request","concert,refund",False
28139,"the show was postponed, what do I have to do to get a refund?","postponed,have,do,get","show,refund",False
28140,"the game was cancelled, help me request a reimbursement","cancelled,help,request","game,reimbursement",False
28141,"the event was postponed,  get a reimbursement","postponed,get","event,reimbursement",False
28142,ask an agent where to obtain a reimbursement,"ask,obtain","agent,reimbursement",False
28143,"I want a refund, how can I obtain one?","want,obtain",refund,False
28144,what can I request a reimbursement for?,request,reimbursement,False
28145,ask an agent where to receive a refund,"ask,receive","agent,refund",False
28146,ask an agent if i can obtain a reimbursement,"ask,obtain","agent,reimbursement",False
28147,"I want to request a reimbursement, what do I have to do?","want,request,have,do",reimbursement,False
28148,"please, could you ask an agent if I could receive a refund?","ask,receive","agent,refund",False
28149,where can I obtain a refund?,obtain,refund,False
28150,"the event was postponed, what can I do to obtain a refund?","postponed,do,obtain","event,refund",False
28151,"the game was cancelled, what do I have to do to obtain a reimbursement?","cancelled,have,do,obtain","game,reimbursement",False
28152,when will I obtain a reimbursement?,obtain,reimbursement,False
28153,the event was cancelled and I want to request a refund,"cancelled,want,request","event,refund",False
28154,"I want a reimbursement, what should I do to obtain one?","want,do,obtain",reimbursement,False
28155,"the show was cancelled, help me request a reimbursement","cancelled,help,request","show,reimbursement",False
28156,"the game was cancelled, what should I do to obtain a refund?","cancelled,do,obtain","game,refund",False
28157,"the event was cancelled, help me get a reimbursement","cancelled,help,get","event,reimbursement",False
28158,"I want to request a refund, what can I do?","want,request,do",refund,False
28159,"I want to obtain a reimbursement, can you help me?","want,obtain,help",reimbursement,False
28160,"I'd like a refund, what should I do to get one?","like,do,get",refund,False
28161,how do i receive a  reimbursement?,receive,reimbursement,False
28162,"the event was cancelled, obtain a refund","cancelled,obtain","event,refund",False
28163,"I want a refund, can you help me?","want,help",refund,False
28164,"i want to request a refund, what should i do?","want,request,do",refund,False
28165,"I want a refund, what do I have to do to obtain one?","want,have,do,obtain",refund,False
28166,"the game was cancelled, could i request a reimbursement?","cancelled,request","game,reimbursement",False
28167,"the show was postponed and i wanna obtain a refund, please","postponed,wanna,obtain","show,refund",False
28168,"the event was postponed, can i get a reimbursement?","postponed,get","event,reimbursement",False
28169,"I'd like a reimbursement, can I obtain one?","like,obtain",reimbursement,False
28170,"the game was cancelled, what should I do to get a refund?","cancelled,do,get","game,refund",False
28171,"the show was postponed, how do I get a reimbursement?","postponed,get","show,reimbursement",False
28172,"tne show was cancelled, what do I have to do to request a refund ?","cancelled,have,do,request","show,refund",False
28173,"I need a reimbursement, how can I get one?","need,get",reimbursement,False
28174,"the concert was cancelled, help me get arefund","cancelled,help,get,arefund",concert,False
28175,"the show was postponed, can I get a refund?","postponed,get","show,refund",False
28176,"the show was cancelled, what should i do to request a refund?","cancelled,do,request","show,refund",False
28177,"the concert was postponed, what can i do to obtain a reimbursement?","postponed,do,obtain","concert,reimbursement",False
28178,"the game was cancelled, can u help me?","cancelled,help","game,u",False
28179,when will I get a refund?,get,refund,False
28180,"the event was postpoend, what do I have to do to request a reimbursement?","have,do,request","event,reimbursement",False
28181,"the concert was cancelled, what do I have to do to get a refund?","cancelled,have,do,get","concert,refund",False
28182,"the show was cancelled, help me obtain a reimbursement","cancelled,help,obtain","show,reimbursement",False
28183,the game was cancelled and i want to get a refund,"cancelled,want,get","game,refund",False
28184,"the game was cancelled, request a reimbursement","cancelled,request","game,reimbursement",False
28185,where toobtain a  refund,,"toobtain,refund",False
28186,"the concert was postponed, how do I request a refund?","postponed,request","concert,refund",False
28187,how could I request a reimbursement?,request,reimbursement,False
28188,"please, could you ask an agent where I can obtain a reimbursement?","ask,obtain","agent,reimbursement",False
28189,can u ask an agent how to get a refund?,"ask,get","agent,refund",False
28190,the concert was postponed and i want to request a refund,"postponed,want,request","concert,refund",False
28191,"the game was cancelled, obtain a refund, please","cancelled,obtain","game,refund",False
28192,"I want a reimbursement, what should I do to request on?","want,do,request",reimbursement,False
28193,help me obtain a refund,"help,obtain",refund,False
28194,"the concert was postponed, can I obtain a refund?","postponed,obtain","concert,refund",False
28195,"the game was cancelled, can I obtain a reimbursement?","cancelled,obtain","game,reimbursement",False
28196,"I need a refund, can I request one?","need,request",refund,False
28197,"the show was cancelled, what can I do to get a reimbursement?","cancelled,do,get","show,reimbursement",False
28198,"the game was postponed, what do I have to do to obtain a reimbursement?","postponed,have,do,obtain","game,reimbursement",False
28199,"the event was cancelled, how can i get a reimbursement?","cancelled,get","event,reimbursement",False
28200,"the show was cancelled, can I get a reimbursement?","cancelled,get","show,reimbursement",False
28201,"please, can u ask an agent if i could get a reimbursement?","ask,get","agent,reimbursement",False
28202,"the event was cancelled, what should I do to obtain a refund?","cancelled,do,obtain","event,refund",False
28203,"I need a refund, what do I have to do to request one?","need,have,do,request",refund,False
28204,the event was postponed and i want to obtain a reimbursement,"postponed,want,obtain","event,reimbursement",False
28205,"the event was cancelled, help me obtain a refund","cancelled,help,obtain","event,refund",False
28206,"the game was postponed, what can I do to get a refund?","postponed,do,get","game,refund",False
28207,"the show was cancelled, can you help me?","cancelled,help",show,False
28208,"the game was cancelled, can I request a refund?","cancelled,request","game,refund",False
28209,"the concert was postponed, what do I have to do to obtain a refund?","postponed,have,do,obtain","concert,refund",False
28210,"i needd a refund, can  help me?","needd,help",refund,False
28211,"the event was cancelled, what can I do?","cancelled,do",event,False
28212,"the concert was cancelled, what can I do to get a refund?","cancelled,do,get","concert,refund",False
28213,"the game was cancelled, what can i do to obtain a refund?","cancelled,do,obtain","game,refund",False
28214,"I need a refund, what should I do?","need,do",refund,False
28215,"the event was cancelled , help me request a reimbursement","cancelled,help,request","event,reimbursement",False
28216,"i want a fucking reimbursement, help me request one","want,help,request",reimbursement,False
28217,how to obtain a refund,obtain,refund,False
28218,can u ask an agent if i can get a reimbursement?,"ask,get","agent,reimbursement",False
28219,were can I receive a reimbursement?,receive,reimbursement,False
28220,can u ask an agent where to obtain a refund?,"ask,obtain","agent,refund",False
28221,how can I obtain a refund?,obtain,refund,False
28222,the game was cancelled and I want to get a reimbursement,"cancelled,want,get","game,reimbursement",False
28223,"the concert was postponed, what can i do to get a refund?","postponed,do,get","concert,refund",False
28224,"I want to obtain a reimbursement, what can I do?","want,obtain,do",reimbursement,False
28225,"the event was cancelled, what should I do?","cancelled,do",event,False
28226,how to obtain a erimbursement,obtain,,False
28227,"the game was cancelled, what can i do to request a refund?","cancelled,do,request","game,refund",False
28228,"the event was postponed, how do I get a refund?","postponed,get","event,refund",False
28229,the show was postponed and I want to request an refund,"postponed,want,request","show,refund",False
28230,"the show was cancelled, what should I do?","cancelled,do",show,False
28231,"ask an agent when I will get a reimbursement, please","ask,get","agent,reimbursement",False
28232,"the concert was cancelled, how do I get a refund?","cancelled,get","concert,refund",False
28233,"the event was cancelled, help me obtain a reimbursement","cancelled,help,obtain","event,reimbursement",False
28234,"can you ask an agent when I will get a fucking reimbursement, please?","ask,get","agent,reimbursement",False
28235,how can i receive a reimbursement?,receive,reimbursement,False
28236,"the concert was postponed, request a reimbursement","postponed,request","concert,reimbursement",False
28237,"please, could u ask an agent where i can receive a refund?","ask,receive","agent,refund",False
28238,"the game was postponed and I'd like to get a fucking refund, please","postponed,like,get","game,refund",False
28239,"the show was postponed, how do I get a refund?","postponed,get","show,refund",False
28240,"the show was postponed, what do I have to do?","postponed,have,do",show,False
28241,"the show was cancelled and I'd like to get a fucking refund, please","cancelled,like,get","show,refund",False
28242,"the concert was postponed, what can i do?","postponed,do",concert,False
28243,"the event was cancelled, what should I do go get a refund?","cancelled,go,get","event,refund",False
28244,the event was cancelled and i want to request a reimbursement,"cancelled,want,request","event,reimbursement",False
28245,"i want a reimbursement, what do i have to do to get one?","want,have,do,get",reimbursement,False
28246,"I need a reimbursemewnt, help me obtain one","need,help,obtain",reimbursemewnt,False
28247,where to get a refund,get,refund,False
28248,"I need a reimbursement, what should I do to request one?","need,do,request",reimbursement,False
28249,"the concert was cancelled, what do I have to do to obtain a reimbursement?","cancelled,have,do,obtain","concert,reimbursement",False
28250,"the concert was postponed, how could I obtain a reimbursement?","postponed,obtain","concert,reimbursement",False
28251,"the event waspostponed, how can I request a reimbursement?","waspostponed,request","event,reimbursement",False
28252,how can i fequest a reimbursement?,,reimbursement,False
28253,"the game was postponed, request a reimbursement","postponed,request","game,reimbursement",False
28254,"the event was postponed, what can I do?","postponed,do",event,False
28255,"the show was postponed, what should I do to obtain a refund?","postponed,do,obtain","show,refund",False
28256,"I want to request a refund, what should I do?","want,request,do",refund,False
28257,"I want a refund, how do  requesg one?",want,refund,False
28258,can u ask an agent how to receive a reimbursement?,"ask,receive","agent,reimbursement",False
28259,"the concert was cancelled, what can I do to obtain a refund?","cancelled,do,obtain","concert,refund",False
28260,"can you ask an agent torequest an reimbursement, please?",ask,"agent,reimbursement",False
28261,"i wanna obtain a reimbursement, what should i do?","wanna,obtain,do",reimbursement,False
28262,"the event was postponed, what should I do to obtain a refund?","postponed,do,obtain","event,refund",False
28263,the concert was cancelled and I want to obtain a refund,"cancelled,want,obtain","concert,refund",False
28264,"the concert was postponed, how do I obtain a refund?","postponed,obtain","concert,refund",False
28265,"i want to obtain a refund, what should i do ?","want,obtain,do",refund,False
28266,"the show was postponed, can I request a refund?","postponed,request","show,refund",False
28267,"the concert was cancelled and id like to obtain a reimbursement, please","cancelled,like,obtain","concert,i,reimbursement",False
28268,"the concert was postponed, can I request a reimbursement?","postponed,request","concert,reimbursement",False
28269,"the concert was cancelled , what swhould I do?","cancelled,do","concert,swhould",False
28270,"I want a reimbursement, how do I obtain one?","want,obtain",reimbursement,False
28271,"I want a refund, request one","want,request",refund,False
28272,can u ask an agent what i can request a reimbursement for?,"ask,request","agent,reimbursement",False
28273,where can I receive a refund?,receive,refund,False
28274,what can I obtain a refund for?,obtain,refund,False
28275,"I want a refund, how could I obtain one?","want,obtain",refund,False
28276,"i want a refund , what can i do to obtain one?","want,do,obtain",refund,False
28277,"the game was postponed, help me obtain a refund","postponed,help,obtain","game,refund",False
28278,"the concert was cancelled, can I request an refund?","cancelled,request","concert,refund",False
28279,"I'd like a refund, can I obtain one?","like,obtain",refund,False
28280,where do I request a refund?,request,refund,False
28281,"the game was postponed, help me request a reimbursement","postponed,help,request","game,reimbursement",False
28282,"the event was cancelled, how can I get a reimbursement?","cancelled,get","event,reimbursement",False
28283,"the event was cancelled, request an reimbursement","cancelled,request","event,reimbursement",False
28284,"i want a reimbursement, can i get one?","want,get",reimbursement,False
28285,"the game was postponed, obtain a reimbursement","postponed,obtain","game,reimbursement",False
28286,"i need a refund, what should i do to get one?","need,do,get",refund,False
28287,the concert was postponed and I want to obtain a reimbursement,"postponed,want,obtain","concert,reimbursement",False
28288,the show was postponed and i want to get a refund,"postponed,want,get","show,refund",False
28289,"the concert was postponed, what can I do to request a refund?","postponed,do,request","concert,refund",False
28290,"I want a reimbursement, help me get one","want,help,get",reimbursement,False
28291,I want to get a reimbursement,"want,get",reimbursement,False
28292,"I would like a reimbursement, help me obtain onhe","like,help,obtain","reimbursement,onhe",False
28293,"i need a refund, what do i have to do to obtain one?","need,have,do,obtain",refund,False
28294,"the game was postponed, how do i obtain a reimbursement?","postponed,obtain","game,reimbursement",False
28295,"I want a reimbursement, how do I get one?","want,get",reimbursement,False
28296,"I want a reimburdement, what can I do ?","want,do",reimburdement,False
28297,could u ask an agent how i can receive a reimbursement?,"ask,receive","agent,reimbursement",False
28298,what can I obtain a reimbursement for?,obtain,reimbursement,False
28299,"the game was cancelled, how can i request a reimbursement?","cancelled,request","game,reimbursement",False
28300,"I need a reimbursement, can I request one, please?","need,request",reimbursement,False
28301,can u ask an agent how  can obtain a reimbursement?,"ask,obtain","agent,reimbursement",False
28302,"I want a refumd, can I request one?","want,request",refumd,False
28303,"the event was postponed, how do I request a reimbursement?","postponed,request","event,reimbursement",False
28304,"the concert was cancelled, help me get a reimbursement","cancelled,help,get","concert,reimbursement",False
28305,"the show was cancelled, how do I obtain a refund?","cancelled,obtain","show,refund",False
28306,"I want a refund, what should I do to obtain one?","want,do,obtain",refund,False
