,query,verbs,nouns,verb_noun,cancel_noun_verb
24994,"I got an error message when I tried to pay, but I was charged anyway, what should I do to inform of it?","got,tried,pay,charged,do,inform","error,message","got,tried,pay,charged,do,inform,error,message",FALSE
24995,"I got an error message when I attempted to pay, but I was charged anyway , how do I report it?","got,attempted,pay,charged,report","error,message","got,attempted,pay,charged,report,error,message",FALSE
24996,where to inform of problems paying,"inform,paying",problems,"inform,paying,problems",FALSE
24997,"the payment won't go through, can you help me?","go,help",payment,"go,help,payment",FALSE
24998,can you ask an agent where I could report problems making a payment?,"ask,report,making","agent,problems,payment","ask,report,making,agent,problems,payment",FALSE
24999,"I need help solving an payment issue, please","need,solving","help,payment,issue","need,solving,help,payment,issue",FALSE
25000,I have a problem paying and I want to inform of it,"have,paying,want,inform",problem,"have,paying,want,inform,problem",FALSE
25001,"I get an error message when I try to make a payment for my order, what should I do?","get,try,make,do","error,message,payment,order","get,try,make,do,error,message,payment,order",FALSE
25002,I need help reporting issues with my payment,"need,reporting","help,issues,payment","need,reporting,help,issues,payment",FALSE
25003,"i cant pay, what do i have to do?","pay,have,do",,"pay,have,do,",FALSE
25004,"I waant to inform of a problem with my payment, cqn you help me?","waant,inform,help","problem,payment","waant,inform,help,problem,payment",FALSE
25005,"could u ask an agent if i can notify a fucking issue paying, please?","ask,notify,paying","agent,issue","ask,notify,paying,agent,issue",FALSE
25006,can u ask an agent how to report an issue with my payment?,"ask,report","agent,issue,payment","ask,report,agent,issue,payment",FALSE
25007,"can you ask an agent where I can inform of fucking issues paying, please?","ask,inform,paying","agent,issues","ask,inform,paying,agent,issues",FALSE
25008,"I got an error message when I tried to make a payment, but I was charged anywya, how do I notify it?","got,tried,make,charged,notify","error,message,payment,anywya","got,tried,make,charged,notify,error,message,payment,anywya",FALSE
25009,"I got an error when I attempted to make a payment, but my card was charged anyway and I want to inform of it","got,attempted,make,charged,want,inform","error,payment,card","got,attempted,make,charged,want,inform,error,payment,card",FALSE
25010,"i got an error message when i tried to pay, but i was charged anyway, what should i do?","got,tried,pay,charged,do","error,message","got,tried,pay,charged,do,error,message",FALSE
25011,I get an error when I try to make a payment with card,"get,try,make","error,payment,card","get,try,make,error,payment,card",FALSE
25012,"can you ask an agent if I can inform of a problem with my payment, please?","ask,inform","agent,problem,payment","ask,inform,agent,problem,payment",FALSE
25013,"i got an error when i attempted to make a payment, but i was charged anyway, help me inform of it","got,attempted,make,charged,help,inform","error,payment","got,attempted,make,charged,help,inform,error,payment",FALSE
25014,"I got an error message when I tried to make a payment, but I was charged anyway, how do I inform of it?","got,tried,make,charged,inform","error,message,payment","got,tried,make,charged,inform,error,message,payment",FALSE
25015,"I have a problem when trying to pay for my order, what can I do?","have,trying,pay,do","problem,order","have,trying,pay,do,problem,order",FALSE
25016,"please, could you ask an agent to inform of fucking problems making a payment?","ask,inform,fucking,making","agent,problems,payment","ask,inform,fucking,making,agent,problems,payment",FALSE
25017,"i have an issue making an payment with card, what do i have to do to notify it?","have,making,have,do,notify","issue,payment,card","have,making,have,do,notify,issue,payment,card",FALSE
25018,"i awnna inform of a payment issue, what should i do?","awnna,inform,do","payment,issue","awnna,inform,do,payment,issue",FALSE
25019,"an error message pops when I attempt to pay for my order, what can I do?","pops,attempt,pay,do","error,message,order","pops,attempt,pay,do,error,message,order",FALSE
25020,can u ask an agent how i can report an issue paying?,"ask,report,paying","agent,issue","ask,report,paying,agent,issue",FALSE
25021,"I have an issue when trying to make a payment, help me report it","have,trying,make,help,report","issue,payment","have,trying,make,help,report,issue,payment",FALSE
25022,how can I notify a problem paying?,"notify,paying",problem,"notify,paying,problem",FALSE
25023,"i have a problem paying for my online order, notify it","have,paying,notify","problem,order","have,paying,notify,problem,order",FALSE
25024,"i got an error message when i attempted to pay, but my card was charged anyway, what can i do to notify it?","got,attempted,pay,charged,do,notify","error,message,card","got,attempted,pay,charged,do,notify,error,message,card",FALSE
25025,help me solve problems making a payment,"help,solve,making","problems,payment","help,solve,making,problems,payment",FALSE
25026,could you ask an agent where I can notify a payment problem?,"ask,notify","agent,payment,problem","ask,notify,agent,payment,problem",FALSE
25027,how do I report a problem making a payment?,"report,making","problem,payment","report,making,problem,payment",FALSE
25028,how to notify a paymnet problem,notify,"paymnet,problem","notify,paymnet,problem",FALSE
25029,I have a problem when trying to pay for my order and I want to report it,"have,trying,pay,want,report","problem,order","have,trying,pay,want,report,problem,order",FALSE
25030,"an error message pops when I try to pay with card,  whta should I do?","pops,try,pay,do","error,message,card,whta","pops,try,pay,do,error,message,card,whta",FALSE
25031,"an error message pops when I try to pay for my online order, what should I do?","pops,try,pay,do","error,message,order","pops,try,pay,do,error,message,order",FALSE
25032,"I get an error message when I attempt to pay for my order, what can I do?","get,attempt,pay,do","error,message,order","get,attempt,pay,do,error,message,order",FALSE
25033,"I have a problem when trying to pay for my online order, how can I inform of it?","have,trying,pay,inform","problem,order","have,trying,pay,inform,problem,order",FALSE
25034,"I have an issue paying with card, how can I notify it?","have,paying,notify","issue,card","have,paying,notify,issue,card",FALSE
25035,can i notify a problem making a payment?,"notify,making","problem,payment","notify,making,problem,payment",FALSE
25036,help me inform of problems paying,"help,inform,paying",problems,"help,inform,paying,problems",FALSE
25037,help me inform of an issue paying,"help,inform,paying",issue,"help,inform,paying,issue",FALSE
25038,"i want to notify an issue paying, what do i have to do?","want,notify,paying,have,do",issue,"want,notify,paying,have,do,issue",FALSE
25039,"I have a problem when trying to make a payment with card, what do I have to do?","have,trying,make,have,do","problem,payment,card","have,trying,make,have,do,problem,payment,card",FALSE
25040,"I have a problem when trying to make a payment, help me report it","have,trying,make,help,report","problem,payment","have,trying,make,help,report,problem,payment",FALSE
25041,"i wanna solve a problem making a payment, what should i do?","wanna,solve,making,do","problem,payment","wanna,solve,making,do,problem,payment",FALSE
25042,"I got an error when I tried to make a payment, but I was charged anyway, rreport it","got,tried,make,charged","error,payment","got,tried,make,charged,error,payment",FALSE
25043,I have a problem when trying to make a payment with card and I want to notify it,"have,trying,make,want,notify","problem,payment,card","have,trying,make,want,notify,problem,payment,card",FALSE
25044,"I have an issue paying for my online order, how can I report it?","have,paying,report","issue,order","have,paying,report,issue,order",FALSE
25045,"I got an error message when I attempted to make a payment, but my card was charged anyway, what can I do to report it?","got,attempted,make,charged,do,report","error,message,payment,card","got,attempted,make,charged,do,report,error,message,payment,card",FALSE
25046,"i got a error when i attempted to pay, but my card was charged anyway, what can i do to inform of it?","got,attempted,pay,charged,do,inform","error,card","got,attempted,pay,charged,do,inform,error,card",FALSE
25047,"I got an error when I attempted to pay, but I was charged anyway and I want to inform of it","got,attempted,pay,charged,want,inform",error,"got,attempted,pay,charged,want,inform,error",FALSE
25048,"I have a problem when trying to pay for my online order, can I inform of it?","have,trying,pay,inform","problem,order","have,trying,pay,inform,problem,order",FALSE
25049,I have a problem when trying to pay for my order,"have,trying,pay","problem,order","have,trying,pay,problem,order",FALSE
25050,"I have a problem paying for my online order, what should I do to notify ti?","have,paying,do,notify","problem,order,ti","have,paying,do,notify,problem,order,ti",FALSE
25051,where can I notify payment issues?,notify,"payment,issues","notify,payment,issues",FALSE
25052,"I have an issue when trying to make a payment, I need help reporting it","have,trying,make,need,reporting","issue,payment,help","have,trying,make,need,reporting,issue,payment,help",FALSE
25053,where do i report an issue making a payment?,"report,making","issue,payment","report,making,issue,payment",FALSE
25054,"I have an issue when trying to pay, whatshould I do to inform of it?","have,trying,pay,do,inform",issue,"have,trying,pay,do,inform,issue",FALSE
25055,i want to notify problems making a payment,"want,notify,making","problems,payment","want,notify,making,problems,payment",FALSE
25056,how can I inform of payment problems?,inform,"payment,problems","inform,payment,problems",FALSE
25057,"i got an error message when i attempted to make a payment, but my card was charged anyway, help me report it","got,attempted,make,charged,help,report","error,message,payment,card","got,attempted,make,charged,help,report,error,message,payment,card",FALSE
25058,i have an issue making a payment with card and i wanna report it,"have,making,wanna,report","issue,payment,card","have,making,wanna,report,issue,payment,card",FALSE
25059,I want to notify issues with my payment,"want,notify","issues,payment","want,notify,issues,payment",FALSE
25060,"I would like to inform of an issue paying, could you help me?","like,inform,paying,help",issue,"like,inform,paying,help,issue",FALSE
25061,"I got an error when I attempted to pay, but my card was charged anyway, report it","got,attempted,pay,charged,report","error,card","got,attempted,pay,charged,report,error,card",FALSE
25062,"an error pops when I attempt to make a payment with card, what do I have to do?","pops,attempt,make,have,do","error,payment,card","pops,attempt,make,have,do,error,payment,card",FALSE
25063,I need help reporting issues paying,"need,reporting,paying","help,issues","need,reporting,paying,help,issues",FALSE
25064,"an error message pops when I attempt to make a payment for my online order, what should I do?","pops,attempt,make,do","error,message,payment,order","pops,attempt,make,do,error,message,payment,order",FALSE
25065,"I get an error when I try to pay wiht card, can you help me?","get,try,pay,help","error,card","get,try,pay,help,error,card",FALSE
25066,"could you ask an agent how I could report a problem paying, please?","ask,report,paying","agent,problem","ask,report,paying,agent,problem",FALSE
25067,can I notify a problem with my payment?,notify,"problem,payment","notify,problem,payment",FALSE
25068,how can I inform of an issue with my payment?,inform,"issue,payment","inform,issue,payment",FALSE
25069,could u ask an agent how i can report payment issues?,"ask,report","agent,payment,issues","ask,report,agent,payment,issues",FALSE
25070,"I want to report an issue with my payment, what can I do?","want,report,do","issue,payment","want,report,do,issue,payment",FALSE
25071,"i have a problem making a payment, help me report it","have,making,help,report","problem,payment","have,making,help,report,problem,payment",FALSE
25072,"I got anerror when I attempted to make a payment, but I was charged anyway, I need help reporting it","got,attempted,make,charged,need,reporting","anerror,payment,help","got,attempted,make,charged,need,reporting,anerror,payment,help",FALSE
25073,"I have an issue when trying to pay for my online order, what should I do?","have,trying,pay,do","issue,order","have,trying,pay,do,issue,order",FALSE
25074,i have a problem paying for my online order and i want to inform of it,"have,paying,want,inform","problem,order","have,paying,want,inform,problem,order",FALSE
25075,can u ask an agent how i can solve issues making a payment ?,"ask,solve,making","agent,issues,payment","ask,solve,making,agent,issues,payment",FALSE
25076,help me report an issue with my payment,"help,report","issue,payment","help,report,issue,payment",FALSE
25077,"I get an error when I try to pay for my online order, what should I do?","get,try,pay,do","error,order","get,try,pay,do,error,order",FALSE
25078,i want to solve problems making a payment,"want,solve,making","problems,payment","want,solve,making,problems,payment",FALSE
25079,"I got an error message when I attempted to pay, but I was charged anyway, can you inform of it?","got,attempted,pay,charged,inform","error,message","got,attempted,pay,charged,inform,error,message",FALSE
25080,can i report a problem making a payment?,"report,making","problem,payment","report,making,problem,payment",FALSE
25081,"I got an error message whne I attempted to pay, but mh card was charged anyway, inform of it, please","got,attempted,pay,charged,inform","error,message,whne","got,attempted,pay,charged,inform,error,message,whne",FALSE
25082,"I have a problem when trying to pay with card, what can I do to report it?","have,trying,pay,do,report","problem,card","have,trying,pay,do,report,problem,card",FALSE
25083,"I got an error message when I attempted to make a payment, but my card was charged anyway, can I report it?","got,attempted,make,charged,report","error,message,payment,card","got,attempted,make,charged,report,error,message,payment,card",FALSE
25084,"an eror message pops when I try to pay, what do I have to do?","pops,try,pay,have,do","eror,message","pops,try,pay,have,do,eror,message",FALSE
25085,"I have an issue when trying to make a payment, can you inform of it?","have,trying,make,inform","issue,payment","have,trying,make,inform,issue,payment",FALSE
25086,"I got an error message when I tried to make a payment, but my card was charged anyway, can I inform of it?","got,tried,make,charged,inform","error,message,payment,card","got,tried,make,charged,inform,error,message,payment,card",FALSE
25087,how to notify an issue with my payment,notify,"issue,payment","notify,issue,payment",FALSE
25088,"I got an error message when I tried to make a payment, but my card was charged anyway, what can I do to inform of it?","got,tried,make,charged,do,inform","error,message,payment,card","got,tried,make,charged,do,inform,error,message,payment,card",FALSE
25089,ask an agent how i can inform of fucking payment problems,"ask,inform","agent,payment,problems","ask,inform,agent,payment,problems",FALSE
25090,"i get an error message when i try to pay, what do i have to do?","get,try,pay,have,do","error,message","get,try,pay,have,do,error,message",FALSE
25091,"I have an issue paying for my order, how can I notify it ?","have,paying,notify","issue,order","have,paying,notify,issue,order",FALSE
25092,"I have an issue when trying to pay, can I inform of it?","have,trying,pay,inform",issue,"have,trying,pay,inform,issue",FALSE
25093,an error messagepops when I attempt to pay,"attempt,pay","error,messagepops","attempt,pay,error,messagepops",FALSE
25094,can u ask an agent where to notify problems paying?,"ask,notify,paying","agent,problems","ask,notify,paying,agent,problems",FALSE
25095,"I got an error message when I tried to pay, but I was charged anyway, what can I do to inform of it?","got,tried,pay,charged,do,inform","error,message","got,tried,pay,charged,do,inform,error,message",FALSE
25096,I have an issue paying for my online order and I want to report it,"have,paying,want,report","issue,order","have,paying,want,report,issue,order",FALSE
25097,"please, can you ask an agent where to inform of fucking problems making a payment?","ask,inform,fucking,making","agent,problems,payment","ask,inform,fucking,making,agent,problems,payment",FALSE
25098,where do I inform of problems paying?,"inform,paying",problems,"inform,paying,problems",FALSE
25099,where do I notify a payment problem?,notify,"payment,problem","notify,payment,problem",FALSE
25100,ask an agent how i can notify problems paying,"ask,notify,paying","agent,problems","ask,notify,paying,agent,problems",FALSE
25101,I need help informinh of paymnet issues,"need,help","paymnet,issues","need,help,paymnet,issues",FALSE
25102,can u ask an agent how i can inform of issues with my payment?,"ask,inform","agent,issues,payment","ask,inform,agent,issues,payment",FALSE
25103,"I got an error message when I tried to make a payment, but my card was charged anyway, what do I have to do?","got,tried,make,charged,have,do","error,message,payment,card","got,tried,make,charged,have,do,error,message,payment,card",FALSE
25104,"the transaction was declined, what should I  do?","declined,do",transaction,"declined,do,transaction",FALSE
25105,how can I notify problems paying?,"notify,paying",problems,"notify,paying,problems",FALSE
25106,"I got an error when I attempted to pay, but my card was charged anyway, what can I do to inform of it?","got,attempted,pay,charged,do,inform","error,card","got,attempted,pay,charged,do,inform,error,card",FALSE
25107,"i got an error message when i attempted to pay, but i was charged anyway and i wanna report it","got,attempted,pay,charged,wanna,report","error,message","got,attempted,pay,charged,wanna,report,error,message",FALSE
25108,"i got a error message when i tried to pazy, but my card was charged anyway, can u report it?","got,tried,pazy,charged,report","error,message,card","got,tried,pazy,charged,report,error,message,card",FALSE
25109,how can I inform of issues paying?,"inform,paying",issues,"inform,paying,issues",FALSE
25110,"I got an erorr when I tried to pay, but my card was charged anyway, notify it","got,tried,pay,charged,notify",card,"got,tried,pay,charged,notify,card",FALSE
25111,where do i notify an issue paying?,"notify,paying",issue,"notify,paying,issue",FALSE
25112,can I report problems with my payment?,report,"problems,payment","report,problems,payment",FALSE
25113,"an error pops when I attempt to pay for my online order, what should I do?","pops,attempt,pay,do","error,order","pops,attempt,pay,do,error,order",FALSE
25114,"I got an error message when I tried to pay, but I was charged anyway, how do I inform of it?","got,tried,pay,charged,inform","error,message","got,tried,pay,charged,inform,error,message",FALSE
25115,"I have a problem when trying to pay for my online order, what can I do to report it?","have,trying,pay,do,report","problem,order","have,trying,pay,do,report,problem,order",FALSE
25116,"I have a problem making a payment with card, can I inform of it?","have,making,inform","problem,payment,card","have,making,inform,problem,payment,card",FALSE
25117,"I have a poroblem paying for my order, help me inform of it","have,paying,help,inform","poroblem,order","have,paying,help,inform,poroblem,order",FALSE
25118,ask an agent how i could inform of a fucking issue paying,"ask,inform,paying","agent,issue","ask,inform,paying,agent,issue",FALSE
25119,"I have a problem paying, what should I do to inform of it?","have,paying,do,inform",problem,"have,paying,do,inform,problem",FALSE
25120,"i wanna solve a problem with my payment, what should i do?","wanna,solve,do","problem,payment","wanna,solve,do,problem,payment",FALSE
25121,I ant to notify problems making a payment,"ant,notify,making","problems,payment","ant,notify,making,problems,payment",FALSE
25122,help me report payment problems,"help,report","payment,problems","help,report,payment,problems",FALSE
25123,where can I inform of a problem with my payment?,inform,"problem,payment","inform,problem,payment",FALSE
25124,where can i notify a problem with my payment?,notify,"problem,payment","notify,problem,payment",FALSE
25125,where to inform of a payment issue,inform,"payment,issue","inform,payment,issue",FALSE
25126,help me notify issues making a payment,"help,notify,making","issues,payment","help,notify,making,issues,payment",FALSE
25127,"I get an error message when I try to make a payment for my order, what can I do?","get,try,make,do","error,message,payment,order","get,try,make,do,error,message,payment,order",FALSE
25128,"I can't pay, what do I have to do?","pay,have,do",,"pay,have,do,",FALSE
25129,i have a problem paying with card and i wanna inform of it,"have,paying,wanna","problem,card,inform","have,paying,wanna,problem,card,inform",FALSE
25130,"I got an error message when I attempted to make a payment, but I was charged anyway , what do I have to do?","got,attempted,make,charged,have,do","error,message,payment","got,attempted,make,charged,have,do,error,message,payment",FALSE
25131,"I want to notify an issue paying, what should I do?","want,notify,paying,do",issue,"want,notify,paying,do,issue",FALSE
25132,"I have a problem when trying to pay, notify it","have,trying,pay,notify",problem,"have,trying,pay,notify,problem",FALSE
25133,how do I report problems paying ?,"report,paying",problems,"report,paying,problems",FALSE
25134,"I got an error when I tried to pay, but I was charged anyway, what do I have to do to inform of it?","got,tried,pay,charged,have,do,inform",error,"got,tried,pay,charged,have,do,inform,error",FALSE
25135,"i have a problem paying  for my online order, what do i have to do to notgify it?","have,paying,have,do,notgify","problem,order","have,paying,have,do,notgify,problem,order",FALSE
25136,"an error pops when I attempt to make a payment for my order, what can I do?","pops,attempt,make,do","error,payment,order","pops,attempt,make,do,error,payment,order",FALSE
25137,how can i notify payment problems?,notify,"payment,problems","notify,payment,problems",FALSE
25138,"I have an issue making a payment with card, what can I do to notify it?","have,making,do,notify","issue,payment,card","have,making,do,notify,issue,payment,card",FALSE
25139,how to notify problems making a pyment,"notify,making","problems,pyment","notify,making,problems,pyment",FALSE
25140,"please, can u ask an agent where i could report fucking issues paying?","ask,report,paying","agent,issues","ask,report,paying,agent,issues",FALSE
25141,where do I report an issue paying?,"report,paying",issue,"report,paying,issue",FALSE
25142,"I have a problem paying with card, can I report it?","have,paying,report","problem,card","have,paying,report,problem,card",FALSE
25143,"I got an error when I tried to make a payment, but my card was charged anyway and I would like to notify it","got,tried,make,charged,like,notify","error,payment,card","got,tried,make,charged,like,notify,error,payment,card",FALSE
25144,"an error message pops when i try to pay for my online order, can u help me?","pops,try,pay,help","error,message,order","pops,try,pay,help,error,message,order",FALSE
25145,help me solve payment problems,"help,solve","payment,problems","help,solve,payment,problems",FALSE
25146,where could I inform of issues with my payment?,inform,"issues,payment","inform,issues,payment",FALSE
25147,"i have a problem when trying to pay for my order, what do i have to do?","have,trying,pay,have,do","problem,order","have,trying,pay,have,do,problem,order",FALSE
25148,i want to inform of a problem with my payment,"want,inform","problem,payment","want,inform,problem,payment",FALSE
25149,"I got an error message when I attempted to pay, but I was charged anyway and I want to notify it","got,attempted,pay,charged,want,notify","error,message","got,attempted,pay,charged,want,notify,error,message",FALSE
25150,can I inform of payment problems?,inform,"payment,problems","inform,payment,problems",FALSE
25151,"i want to report a payment problem, what should i do?","want,report,do","payment,problem","want,report,do,payment,problem",FALSE
25152,"an error message pops when I attempt to pay, what should I do?","pops,attempt,pay,do","error,message","pops,attempt,pay,do,error,message",FALSE
25153,where to inform of an issue with my payment,inform,"issue,payment","inform,issue,payment",FALSE
25154,"an error pops when I attempt to pay for my order, what can I do?","pops,attempt,pay,do","error,order","pops,attempt,pay,do,error,order",FALSE
25155,"I want to notify a payment issue, what can I do?","want,notify,do","payment,issue","want,notify,do,payment,issue",FALSE
25156,"I got an error message when I attempted to make a payment, but my card was charged anyway , help me notify it","got,attempted,make,charged,help,notify","error,message,payment,card","got,attempted,make,charged,help,notify,error,message,payment,card",FALSE
25157,"I have a problm when trying to  pay with card, what can I do?","have,trying,pay,do","problm,card","have,trying,pay,do,problm,card",FALSE
25158,i have a problem paying for my order and i wanna notify it,"have,paying,notify","problem,order","have,paying,notify,problem,order",FALSE
25159,"could u ask an agent how to notify a payment problem, please?","ask,notify","agent,payment,problem","ask,notify,agent,payment,problem",FALSE
25160,"i wanna report a problem with my payment, can u help me?","report,help","problem,payment,u","report,help,problem,payment,u",FALSE
25161,an error pops when I attempt to make a payment for my online order,"pops,attempt,make","error,payment,order","pops,attempt,make,error,payment,order",FALSE
25162,"i got an error message when i attemped to pay, but i was charged anyway, what can i do to notify it?","got,attemped,pay,charged,do,notify","error,message","got,attemped,pay,charged,do,notify,error,message",FALSE
25163,"I have an issue paying for my online order , what do I have to do to inform of it?","have,paying,have,do,inform","issue,order","have,paying,have,do,inform,issue,order",FALSE
25164,"please, can u ask an agent if i can report fucking payment issues?","ask,report","agent,payment,issues","ask,report,agent,payment,issues",FALSE
25165,"can u ask an agent how i could solve a fucking issue with my paymeht, please?","ask,solve","agent,issue,paymeht","ask,solve,agent,issue,paymeht",FALSE
25166,"please, ask an agent if I can inform of a fucking problem paying","ask,inform,paying","agent,problem","ask,inform,paying,agent,problem",FALSE
25167,"I got an error message when I tried to pay, but I was charged anyway, can you notify it?","got,tried,pay,charged,notify","error,message","got,tried,pay,charged,notify,error,message",FALSE
25168,"please, could u ask an agent where to notify a fucking issue with my payment?","ask,notify","agent,issue,payment","ask,notify,agent,issue,payment",FALSE
25169,"an error pops when I attempt to pay for my order, what do I have to do?","pops,attempt,pay,have,do","error,order","pops,attempt,pay,have,do,error,order",FALSE
25170,"i have an issue when trying to pay, can i inform of it?","have,trying,pay,inform",issue,"have,trying,pay,inform,issue",FALSE
25171,"I have a problem when trying to pay for my online order, how do I notify it?","have,trying,pay,notify","problem,order","have,trying,pay,notify,problem,order",FALSE
25172,can u ask an agent to solve a problem making a payment?,"ask,solve,making","agent,problem,payment","ask,solve,making,agent,problem,payment",FALSE
25173,help me solve problems paying,"help,solve,paying",problems,"help,solve,paying,problems",FALSE
25174,ask an agent where i can notify issues with my payment,"ask,notify","agent,issues,payment","ask,notify,agent,issues,payment",FALSE
25175,ask an agent to report problems making a payment,"ask,report,making","agent,problems,payment","ask,report,making,agent,problems,payment",FALSE
25176,"I have an issue when trying to pay for my order, can you notify it?","have,trying,pay,notify","issue,order","have,trying,pay,notify,issue,order",FALSE
25177,where to notify payment issues,notify,"payment,issues","notify,payment,issues",FALSE
25178,"I have an issue when trying to pay with card, help me inform of it","have,trying,pay,help,inform","issue,card","have,trying,pay,help,inform,issue,card",FALSE
25179,"I got an error when I attempted to pay, but I was charged anyway, help me inform of it","got,attempted,pay,charged,help,inform",error,"got,attempted,pay,charged,help,inform,error",FALSE
25180,"I got an error when I tried to pay, but I was chargedanyway, I need help informing of it","got,tried,pay,need,informing","error,help","got,tried,pay,need,informing,error,help",FALSE
25181,"i got an error when i tried to pay, but my card was charged anyway, how can i notify it?","got,tried,pay,charged,notify","error,card","got,tried,pay,charged,notify,error,card",FALSE
25182,"I want to report a problem making a payment, what should I do?","want,report,making,do","problem,payment","want,report,making,do,problem,payment",FALSE
25183,"i have an issue when trying to pay for my online order, how can i inform of it?","have,trying,pay,inform","issue,order","have,trying,pay,inform,issue,order",FALSE
25184,"i want to inform of a problem making a payment, what do i have to do?","want,inform,making,have,do","problem,payment","want,inform,making,have,do,problem,payment",FALSE
25185,"I have a problem making a payment, can you notify it?","have,making,notify","problem,payment","have,making,notify,problem,payment",FALSE
25186,can u ask an agent where i can report an issue with my payment?,"ask,report","agent,issue,payment","ask,report,agent,issue,payment",FALSE
25187,"i get an error when i try to make a payment with card, can u help me?","get,try,make,help","error,payment,card,u","get,try,make,help,error,payment,card,u",FALSE
25188,"I want to inform of an issue with my payment, what do I have to do?","want,inform,have,do","issue,payment","want,inform,have,do,issue,payment",FALSE
25189,"i have a problem when trying to make a payment, can u inform of it?","have,trying,make,inform","problem,payment","have,trying,make,inform,problem,payment",FALSE
25190,"I have an issue making a payment, help me inform of it","have,making,help,inform","issue,payment","have,making,help,inform,issue,payment",FALSE
25191,"I got an error when I tried to make a payment, but my card was charged anyway and I want to notify it, please","got,tried,make,charged,want,notify","error,payment,card","got,tried,make,charged,want,notify,error,payment,card",FALSE
25192,"I got an error when I attempted to pay, but I was charged anyway, how can I notify it?","got,attempted,pay,charged,notify",error,"got,attempted,pay,charged,notify,error",FALSE
25193,"an error pops when i try to pay for my online order, what should i do?","pops,try,pay,do","error,order","pops,try,pay,do,error,order",FALSE
25194,"i got an error message when i tried to make a payment, but my card was charged anyway and id like to notify it, please","got,tried,make,charged,like,notify","error,message,payment,card,i","got,tried,make,charged,like,notify,error,message,payment,card,i",FALSE
25195,"i have an issue paying for my order, what do i have to do to report it?","have,paying,have,do,report","issue,order","have,paying,have,do,report,issue,order",FALSE
25196,I need help informing of issuees with my payment,"need,informing","help,issuees,payment","need,informing,help,issuees,payment",FALSE
25197,"I have a problem paying for my order, what do I have to do to inform of it?","have,paying,have,do,inform","problem,order","have,paying,have,do,inform,problem,order",FALSE
25198,an error message pops when I attempt to pay for my order,"pops,attempt,pay","error,message,order","pops,attempt,pay,error,message,order",FALSE
25199,"an error pops when I try to pay for my order, what should I do?","pops,try,pay,do","error,order","pops,try,pay,do,error,order",FALSE
25200,"I got an error message when I attempted to pay, but my card was charged anyway, I need help informing of it","got,attempted,pay,charged,need,informing","error,message,card,help","got,attempted,pay,charged,need,informing,error,message,card,help",FALSE
25201,"can u ask an agent how to report an issue paying, please?","ask,report,paying","agent,issue","ask,report,paying,agent,issue",FALSE
25202,"could you ask an agent how to solve fucking problems with my payment, please?","ask,solve","agent,fucking,problems,payment","ask,solve,agent,fucking,problems,payment",FALSE
25203,"I get an error when I try to make a payment, can you help me?","get,try,make,help","error,payment","get,try,make,help,error,payment",FALSE
25204,"i have an issue paying for my order, can u help me?","have,paying,help","issue,order","have,paying,help,issue,order",FALSE
25205,howdo i notify a payment issue?,notify,"payment,issue","notify,payment,issue",FALSE
25206,help me report problems making a payment,"help,report,making","problems,payment","help,report,making,problems,payment",FALSE
25207,"ask an agent where to report fucking issues with my payment, please","ask,report","agent,fucking,issues,payment","ask,report,agent,fucking,issues,payment",FALSE
25208,how do I inform of an issue paying?,"inform,paying",issue,"inform,paying,issue",FALSE
25209,"please, ask an agent how I can notify payment problems","ask,notify","agent,payment,problems","ask,notify,agent,payment,problems",FALSE
25210,how do I solve an issue paying?,"solve,paying",issue,"solve,paying,issue",FALSE
25211,can u ask an agent to inform of a payment issue?,"ask,inform","agent,payment,issue","ask,inform,agent,payment,issue",FALSE
25212,"the payment didn't go through, can you help me?","go,help",payment,"go,help,payment",FALSE
25213,how to report a problem making a payment,"report,making","problem,payment","report,making,problem,payment",FALSE
25214,ask an agent to report a payment problem,"ask,report","agent,payment,problem","ask,report,agent,payment,problem",FALSE
25215,"I get an error when I try to make a payment for my order, can you help me?","get,try,make,help","error,payment,order","get,try,make,help,error,payment,order",FALSE
25216,"I got an error message when I attempted to pay, but my card was charged anyway and I want to report it","got,attempted,pay,charged,want,report","error,message,card","got,attempted,pay,charged,want,report,error,message,card",FALSE
25217,how an I solve an issue with my payment?,solve,"issue,payment","solve,issue,payment",FALSE
25218,how to solve problems with my payment,solve,"problems,payment","solve,problems,payment",FALSE
25219,"I have a problem paying for my online order, inform of it","have,paying,inform","problem,order","have,paying,inform,problem,order",FALSE
25220,I want to inform of payment issues,"want,inform","payment,issues","want,inform,payment,issues",FALSE
25221,"I have an issue paying, what should I do to inform of it?","have,paying,do,inform",issue,"have,paying,do,inform,issue",FALSE
25222,"i want to notify an issue making a payment, what do i have to do?","want,notify,making,have,do","issue,payment","want,notify,making,have,do,issue,payment",FALSE
25223,can u ask an agent where to inform of an issue paying?,"ask,inform,paying","agent,issue","ask,inform,paying,agent,issue",FALSE
25224,"can u  askan agent how i can notify payment issues, please?",notify,"agent,payment,issues","notify,agent,payment,issues",FALSE
25225,"an error pops when I attempt to make a payment for my online order, can you help me?","pops,attempt,make,help","error,payment,order","pops,attempt,make,help,error,payment,order",FALSE
25226,"I got an error message when I attempted to pay, but my card was charged anyway, what can I do to inform of it?","got,attempted,pay,charged,do,inform","error,message,card","got,attempted,pay,charged,do,inform,error,message,card",FALSE
