query,verbs,nouns,verb_noun,Subject,Intent,Sentiment
"I want to use my other account, how can I change them?","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"I want to use my other online account, can I change them?","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"I want to use my other online account, can you change them?","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"I want to use my other account, change them","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"I want to use my other online account, how do I change them?","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"I want to use my other online account, change them","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"I want to use my other online account, how can I change them?","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"I want to use my other account, could I change them?","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"i want to use my other account, how do i change them?","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"I want to use my other fucking account, could you change them?","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"I want to use my other account, can you change them?","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"I want to use my other account, how do I change them?","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"I want to use my other account, can I change them?","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"i want to use my other online account, how can i change them?","want,use,change",account,"want,use,change,account",account,enquiry,Positive
"I want to use my other user account, change them","want,use,change","user,account","want,use,change,user,account",account,modification,Positive
"I want to use mmy other user account, how do I change them?","want,use,change","user,account","want,use,change,user,account",account,modification,Positive
"I want to use my other user account, can I change them?","want,use,change","user,account","want,use,change,user,account",account,modification,Positive
"I want to use my other user account, can you change them?","want,use,change","user,account","want,use,change,user,account",account,modification,Positive
"i want to use my other user account, how can i change them?","want,use,change","user,account","want,use,change,user,account",account,modification,Positive
"i want to use my other user account, hw do i change them?","want,use,change","user,account","want,use,change,user,account",account,modification,Positive
"I want to use my other user account, how can I change them?","want,use,change","user,account","want,use,change,user,account",account,modification,Positive
ask an agent how to change to another account,"ask,change","agent,account","ask,change,agent,account",account,modification,Neutral
"could you ask an agent to change to another fucking online account, please?","ask,change","agent,account","ask,change,agent,account",account,modification,Positive
ask an agent if i can change to another online account,"ask,change","agent,account","ask,change,agent,account",account,modification,Neutral
"ask an agent if I could change to another account, please","ask,change","agent,account","ask,change,agent,account",account,modification,Positive
ask an agent if i can change to another account,"ask,change","agent,account","ask,change,agent,account",account,modification,Neutral
could you ask an agent if I could change to another account?,"ask,change","agent,account","ask,change,agent,account",account,modification,Neutral
can u ask an agent if i can change to another account?,"ask,change","agent,account","ask,change,agent,account",account,modification,Neutral
"I want to use my other account, I need help switching them","want,use,need,switching","account,help","want,use,need,switching,account,help",account,set_up,Positive
"I want to use my other online account, I need help switching them","want,use,need,switching","account,help","want,use,need,switching,account,help",account,set_up,Positive
i wanna use my other account,"wanna,use",account,"wanna,use,account",account,set_up,Neutral
"you aren't helping, help me talk to a person","helping,help,talk",person,"helping,help,talk,person",order,enquiry,Negative
"you're not helping, help me talk to a person","helping,help,talk",person,"helping,help,talk,person",order,enquiry,Negative
"I can't understand you, what do I have to do to speak with a person?","understand,have,do,speak",person,"understand,have,do,speak,person",order,enquiry,Neutral
"I don't understand you, what do I have to do to speak with a person?","understand,have,do,speak",person,"understand,have,do,speak,person",order,enquiry,Neutral
i want to speak with a person,"want,speak",person,"want,speak,person",order,enquiry,Positive
I want to speak with a person,"want,speak",person,"want,speak,person",order,enquiry,Positive
"I don't understand you, help me contact a human agent","understand,help,contact",agent,"understand,help,contact,agent",order,enquiry,Negative
"I can't understand you, help me contact a human agent","understand,help,contact",agent,"understand,help,contact,agent",order,enquiry,Negative
"I can't understand you, I need help speaking with someone","understand,need,speaking",help,"understand,need,speaking,help",order,enquiry,Positive
"I don't understand you , I need help speaking with someone","understand,need,speaking",help,"understand,need,speaking,help",order,enquiry,Positive
"you aren't helping, what do I have to do to talk to a human agent?","helping,have,do,talk",agent,"helping,have,do,talk,agent",order,enquiry,Negative
"you're not helping, what do I have to do to talk to a human agent?","helping,have,do,talk",agent,"helping,have,do,talk,agent",order,enquiry,Negative
"I can't understand you, I need help talking to a human agent","understand,need,talking","help,agent","understand,need,talking,help,agent",order,enquiry,Positive
"I don't understand you, I need help talking to a human agent","understand,need,talking","help,agent","understand,need,talking,help,agent",order,enquiry,Positive
"you arne't helping, what do I have to do to contact someone?","helping,have,do,contact",,"helping,have,do,contact,",order,enquiry,Positive
"you're not helping, what do I have to do to contact someone?","helping,have,do,contact",,"helping,have,do,contact,",order,enquiry,Negative
"I don't understand you, what do I have to do to speak with someone?","understand,have,do,speak",,"understand,have,do,speak,",order,enquiry,Neutral
"I can't understand you, what do I have to do to speak with someone?","understand,have,do,speak",,"understand,have,do,speak,",order,enquiry,Neutral
I want to cancel an order,"want,cancel",order,"want,cancel,order",order,cancellation,Negative
"I bought something, can I modify my order?","bought,modify",order,"bought,modify,order",order,modification,Neutral
"I bought something, how can I modify my order?","bought,modify",order,"bought,modify,order",order,modification,Neutral
"I bought something, can I modify my order, please?","bought,modify",order,"bought,modify,order",order,modification,Positive
"I bought something, how do I modify my order?","bought,modify",order,"bought,modify,order",order,modification,Neutral
"I want to change my order, can you tell me wshere to do it?","want,change,tell,do",order,"want,change,tell,do,order",order,modification,Positive
"i want to change my fucking order, could you tell me where to do it, please?","want,change,tell,do",order,"want,change,tell,do,order",order,modification,Positive
"I want to change my order, tell me how I can do it","want,change,tell,do",order,"want,change,tell,do,order",order,modification,Positive
"I want to change my order, can you tell me how to do it?","want,change,tell,do",order,"want,change,tell,do,order",order,modification,Positive
"I want to change my order, tell me where I can do it","want,change,tell,do",order,"want,change,tell,do,order",order,modification,Positive
"I want to change my order, can you tell me how I can do it?","want,change,tell,do",order,"want,change,tell,do,order",order,modification,Positive
"i want to change my order, tell me where to do it, please","want,change,tell,do",order,"want,change,tell,do,order",order,modification,Positive
"I want to change my order, tell me how to do it","want,change,tell,do",order,"want,change,tell,do,order",order,modification,Positive
"I want to change my order, could you tell me where I can do it?","want,change,tell,do",order,"want,change,tell,do,order",order,modification,Positive
"I want to change my order, tell me where to do it","want,change,tell,do",order,"want,change,tell,do,order",order,modification,Positive
"I want to change my order, can you tell me where I can do it?","want,change,tell,do",order,"want,change,tell,do,order",order,modification,Positive
I want to make a change in my purchase,"want,make","change,purchase","want,make,change,purchase",purchase,modification,Positive
"I purchased something, how do i change my purchase ?","purchased,change",purchase,"purchased,change,purchase",purchase,modification,Neutral
"I purchased something, can I change my purchase?","purchased,change",purchase,"purchased,change,purchase",purchase,modification,Neutral
"I purchased something, how do I change my purchase?","purchased,change",purchase,"purchased,change,purchase",purchase,modification,Neutral
"I purchased something, could i change my purchase, please?","purchased,change",purchase,"purchased,change,purchase",purchase,modification,Positive
"I purchased something, how can I change my purchase?","purchased,change",purchase,"purchased,change,purchase",purchase,modification,Neutral
"I purchased something, can I change my purchase, please?","purchased,change",purchase,"purchased,change,purchase",purchase,modification,Positive
"I purchased something, what should I do to change my purchase?","purchased,do,change",purchase,"purchased,do,change,purchase",purchase,modification,Neutral
"I purchased something, what can I do to change ym purchase?","purchased,do,change",purchase,"purchased,do,change,purchase",purchase,modification,Neutral
can you tell me if I can modify my purchase?,"tell,modify",purchase,"tell,modify,purchase",purchase,modification,Neutral
tell me if i can modify my purchase,"tell,modify",purchase,"tell,modify,purchase",purchase,modification,Neutral
can you tell me where to modify my purchase?,"tell,modify",purchase,"tell,modify,purchase",purchase,modification,Neutral
tell me how I can modify my purchase,"tell,modify",purchase,"tell,modify,purchase",purchase,modification,Neutral
tell me how I could modify my purchase,"tell,modify",purchase,"tell,modify,purchase",purchase,modification,Neutral
tell me where to modify my purchase,"tell,modify",purchase,"tell,modify,purchase",purchase,modification,Neutral
"please, could you tell me if i could modify my fucking purchase?","tell,modify",purchase,"tell,modify,purchase",purchase,modification,Positive
tell me where I can modify my purchase,"tell,modify",purchase,"tell,modify,purchase",purchase,modification,Neutral
"tell me where I can modify my purchase, please","tell,modify",purchase,"tell,modify,purchase",purchase,modification,Positive
can you tell me how to modify my purchase?,"tell,modify",purchase,"tell,modify,purchase",purchase,modification,Neutral
can you tell me how I can modify my purchase?,"tell,modify",purchase,"tell,modify,purchase",purchase,modification,Neutral
tell meif I can modify my purchase,"tell,modify",purchase,"tell,modify,purchase",purchase,modification,Neutral
tell me how to  modify my purchase,"tell,modify",purchase,"tell,modify,purchase",purchase,modification,Neutral
can you tell me where I can modify my purchase?,"tell,modify",purchase,"tell,modify,purchase",purchase,modification,Neutral
I purchased something and I wanna change my order,"purchased,wanna,change",order,"purchased,wanna,change,order",order,modification,Neutral
how can I modify my order?,modify,order,"modify,order",order,modification,Neutral
how do I modify my order?,modify,order,"modify,order",order,modification,Neutral
where to modify my order,modify,order,"modify,order",order,modification,Neutral
is it possible to modify my order?,modify,order,"modify,order",order,modification,Neutral
can I modify my order?,modify,order,"modify,order",order,modification,Neutral
where do I modify my order?,modify,order,"modify,order",order,modification,Neutral
where can I modify my order?,modify,order,"modify,order",order,modification,Neutral
how to modify my order,modify,order,"modify,order",order,modification,Neutral
"I ordered something, what can i do to change my order?","ordered,do,change",order,"ordered,do,change,order",order,modification,Neutral
"I ordered something, what should I do to change my order?","ordered,do,change",order,"ordered,do,change,order",order,modification,Neutral
"I ordered something, what should i do to change my order?","ordered,do,change",order,"ordered,do,change,order",order,modification,Neutral
i bought a product and i want to change my order,"bought,want,change","product,order","bought,want,change,product,order",order,modification,Positive
"i bought a product and I want to change my fucking order , please","bought,want,change","product,order","bought,want,change,product,order",order,modification,Positive
"I ordered something, help  me change my order","ordered,help,change",order,"ordered,help,change,order",order,modification,Positive
"I ordered a product, help me change my order","ordered,help,change","product,order","ordered,help,change,product,order",order,modification,Positive
I purchased something and I want to change y purchase,"purchased,want,change",purchase,"purchased,want,change,purchase",purchase,modification,Positive
"I bought a product, how do I change my order?","bought,change","product,order","bought,change,product,order",order,modification,Neutral
"i bought a product, can I change my order?","bought,change","product,order","bought,change,product,order",order,modification,Neutral
"I bought a product, how can I change my order?","bought,change","product,order","bought,change,product,order",order,modification,Neutral
"I bought a product, can I change my order?","bought,change","product,order","bought,change,product,order",order,modification,Neutral
"I purchased something , how can i change my order?","purchased,change",order,"purchased,change,order",order,modification,Neutral
"I purchased something, how can I change my order?","purchased,change",order,"purchased,change,order",order,modification,Neutral
"I purchased something, how do I change my order?","purchased,change",order,"purchased,change,order",order,modification,Neutral
"I purchased something, can I change my order?","purchased,change",order,"purchased,change,order",order,modification,Neutral
"I want to change my purchase, tell me where I can do it","want,change,tell,do",purchase,"want,change,tell,do,purchase",purchase,modification,Positive
"I want to change my purchase, tell me where to do it","want,change,tell,do",purchase,"want,change,tell,do,purchase",purchase,modification,Positive
"i want to change my purchase, tell me how I can do it","want,change,tell,do",purchase,"want,change,tell,do,purchase",purchase,modification,Positive
"I want to change my purchase, can you tell me where I can do it?","want,change,tell,do",purchase,"want,change,tell,do,purchase",purchase,modification,Positive
"I want to change my purchase, can you tell me how I can do it?","want,change,tell,do",purchase,"want,change,tell,do,purchase",purchase,modification,Positive
"I want to change my purchase , tell me how to do it","want,change,tell,do",purchase,"want,change,tell,do,purchase",purchase,modification,Positive
"I want to change my purchase, can you tell me where to do it?","want,change,tell,do",purchase,"want,change,tell,do,purchase",purchase,modification,Positive
"I want to change my purchase, can you tell me how to do it?","want,change,tell,do",purchase,"want,change,tell,do,purchase",purchase,modification,Positive
"i bought an item, can i modify my purchase?","bought,modify","item,purchase","bought,modify,item,purchase",purchase,modification,Neutral
"I bought an item, how may I modify my purchase?","bought,modify","item,purchase","bought,modify,item,purchase",purchase,modification,Neutral
"I bought an item, how do I modify my purchase?","bought,modify","item,purchase","bought,modify,item,purchase",purchase,modification,Neutral
"I bought an item, can I modify my purchase?","bought,modify","item,purchase","bought,modify,item,purchase",purchase,modification,Neutral
"i bought an item, how do i modify my purchase?","bought,modify","item,purchase","bought,modify,item,purchase",purchase,modification,Neutral
"i bought an item, how do I modify my purchase?","bought,modify","item,purchase","bought,modify,item,purchase",purchase,modification,Neutral
"i bought an item, can I modify my purchase?","bought,modify","item,purchase","bought,modify,item,purchase",purchase,modification,Neutral
"I bought an item, how can I modify my purchase?","bought,modify","item,purchase","bought,modify,item,purchase",purchase,modification,Neutral
"I purchased something, help me modify my order","purchased,help,modify",order,"purchased,help,modify,order",order,modification,Positive
I want to know where I can change my purchase,"want,know,change",purchase,"want,know,change,purchase",purchase,modification,Positive
I want to know if i can change my purchase,"want,know,change",purchase,"want,know,change,purchase",purchase,modification,Positive
I want to know how I can change my purchase,"want,know,change",purchase,"want,know,change,purchase",purchase,modification,Positive
I want to know where to change my purchase,"want,know,change",purchase,"want,know,change,purchase",purchase,modification,Positive
I want to know if I can change my purchase,"want,know,change",purchase,"want,know,change,purchase",purchase,modification,Positive
i want to know where to change my purchase,"want,know,change",purchase,"want,know,change,purchase",purchase,modification,Positive
i want to know how to change my purchase,"want,know,change",purchase,"want,know,change,purchase",purchase,modification,Positive
i want to know if I can change my purchase,"want,know,change",purchase,"want,know,change,purchase",purchase,modification,Positive
"I purchased something, how do I modify my order?","purchased,modify",order,"purchased,modify,order",order,modification,Neutral
"I purchased something, can I modify my order?","purchased,modify",order,"purchased,modify,order",order,modification,Neutral
"I purchased something, how can I modify my order?","purchased,modify",order,"purchased,modify,order",order,modification,Neutral
"i purchased something, how do I modify my order?","purchased,modify",order,"purchased,modify,order",order,modification,Neutral
I purchased a product and i want to change my order,"purchased,want,change","product,order","purchased,want,change,product,order",order,modification,Positive
I purchased a product and I want to change my order,"purchased,want,change","product,order","purchased,want,change,product,order",order,modification,Positive
"I bought something, what do I have to do to modify my fucking order?","bought,have,do,modify",order,"bought,have,do,modify,order",order,modification,Neutral
"i bought something, what do i have to do to modify my order?","bought,have,do,modify",order,"bought,have,do,modify,order",order,modification,Neutral
"i bought something, what do I have to do to modify my order?","bought,have,do,modify",order,"bought,have,do,modify,order",order,modification,Neutral
"I bought something, what do I have to do to modify my order?","bought,have,do,modify",order,"bought,have,do,modify,order",order,modification,Neutral
tell me how to change my purchase,"tell,change",purchase,"tell,change,purchase",purchase,modification,Neutral
tell me if I can change my purchase,"tell,change",purchase,"tell,change,purchase",purchase,modification,Neutral
tell me how I can change my purchase,"tell,change",purchase,"tell,change,purchase",purchase,modification,Neutral
tell me where to change my purchase,"tell,change",purchase,"tell,change,purchase",purchase,modification,Neutral
can you tell me how I can change my purchase?,"tell,change",purchase,"tell,change,purchase",purchase,modification,Neutral
can you tell me how to change my purchase?,"tell,change",purchase,"tell,change,purchase",purchase,modification,Neutral
can you tell me where I can change my purchase?,"tell,change",purchase,"tell,change,purchase",purchase,modification,Neutral
can you tell me where to change my purchase?,"tell,change",purchase,"tell,change,purchase",purchase,modification,Neutral
can you tell me if I can change my purchase?,"tell,change",purchase,"tell,change,purchase",purchase,modification,Neutral
tell me if i can change my purchase,"tell,change",purchase,"tell,change,purchase",purchase,modification,Neutral
"I purchased something, help me change my order","purchased,help,change",order,"purchased,help,change,order",order,modification,Positive
"I bought something, what should I do to change my purchase?","bought,do,change",purchase,"bought,do,change,purchase",purchase,modification,Neutral
"i bought something, what can i do to change my purchase?","bought,do,change",purchase,"bought,do,change,purchase",purchase,modification,Neutral
"I bought something, what can I do to change my purchase?","bought,do,change",purchase,"bought,do,change,purchase",purchase,modification,Neutral
can I change my purchase?,change,purchase,"change,purchase",purchase,modification,Neutral
where do I change my purchase?,change,purchase,"change,purchase",purchase,modification,Neutral
how do I change my purchase?,change,purchase,"change,purchase",purchase,modification,Neutral
is it  possible to change my purchase?,change,purchase,"change,purchase",purchase,modification,Neutral
how to change my purchase,change,purchase,"change,purchase",purchase,modification,Neutral
how can I change my purchase?,change,purchase,"change,purchase",purchase,modification,Neutral
where can I change my purchase?,change,purchase,"change,purchase",purchase,modification,Neutral
change my purchase,change,purchase,"change,purchase",purchase,modification,Neutral
"i bought something, what do i have to do to change my order?","bought,have,do,change",order,"bought,have,do,change,order",order,modification,Neutral
"I bought something, what do I have to do to change my order?","bought,have,do,change",order,"bought,have,do,change,order",order,modification,Neutral
"I bought something, what do i have to do to change my order?","bought,have,do,change",order,"bought,have,do,change,order",order,modification,Neutral
i bought slmething and I want to change my order,"bought,slmething,want,change",order,"bought,slmething,want,change,order",order,modification,Positive
"please, can u ask an agent if I can change my purchase?","ask,change","agent,purchase","ask,change,agent,purchase",purchase,modification,Positive
"please, can u ask an agent if i can change my fucking purchase?","ask,change","agent,purchase","ask,change,agent,purchase",purchase,modification,Positive
"please, can you ask an agent how to change my purchase?","ask,change","agent,purchase","ask,change,agent,purchase",purchase,modification,Positive
can you ask an agent if i can change my purchase?,"ask,change","agent,purchase","ask,change,agent,purchase",purchase,modification,Neutral
can u ask an agent to change my purchase?,"ask,change","agent,purchase","ask,change,agent,purchase",purchase,modification,Neutral
could you ask an agent how I could change my purchase?,"ask,change","agent,purchase","ask,change,agent,purchase",purchase,modification,Neutral
ask an agent how I could change my purchase,"ask,change","agent,purchase","ask,change,agent,purchase",purchase,modification,Neutral
can u ask an agent if i could change my purchase?,"ask,change","agent,purchase","ask,change,agent,purchase",purchase,modification,Neutral
"could you ask an agent how I can change my purchase, please?","ask,change","agent,purchase","ask,change,agent,purchase",purchase,modification,Positive
can u ask an agent if I can change my purchase?,"ask,change","agent,purchase","ask,change,agent,purchase",purchase,modification,Neutral
"ask an agent if i could change my purchase, please","ask,change","agent,purchase","ask,change,agent,purchase",purchase,modification,Positive
can u ask an agent if I can change my purchase?,"ask,change","agent,purchase","ask,change,agent,purchase",purchase,modification,Neutral
i ordered something and I wana change my purchase,"ordered,change",purchase,"ordered,change,purchase",purchase,modification,Neutral
"I ordered something, can I change my purchase?","ordered,change",purchase,"ordered,change,purchase",purchase,modification,Neutral
"I ordered something, can i change  my purchase ?","ordered,change",purchase,"ordered,change,purchase",purchase,modification,Neutral
"i ordered something, how do I change my purchase?","ordered,change",purchase,"ordered,change,purchase",purchase,modification,Neutral
"I ordered something, how do I change my purchase?","ordered,change",purchase,"ordered,change,purchase",purchase,modification,Neutral
"I ordered something, what should i od to change my fucking purchase?","ordered,change",purchase,"ordered,change,purchase",purchase,modification,Neutral
"I ordered something, how can I change my purchase?","ordered,change",purchase,"ordered,change,purchase",purchase,modification,Neutral
"please, can u ask an agent how I can change my fucking order?","ask,change","agent,order","ask,change,agent,order",order,modification,Positive
"please, can u ask an agent where I can change my order?","ask,change","agent,order","ask,change,agent,order",order,modification,Positive
"can you ask an agent where I can change my order, please?","ask,change","agent,order","ask,change,agent,order",order,modification,Positive
"please, ask an agent if i could change my fucking order","ask,change","agent,order","ask,change,agent,order",order,modification,Positive
could u ask an agent how I can change my order?,"ask,change","agent,order","ask,change,agent,order",order,modification,Neutral
could u ask an agent where to change my fucking order?,"ask,change","agent,order","ask,change,agent,order",order,modification,Neutral
"please, could u ask an agent if I could change my order?","ask,change","agent,order","ask,change,agent,order",order,modification,Positive
ask an agent if i can change my order,"ask,change","agent,order","ask,change,agent,order",order,modification,Neutral
could you ask an agent where I can change my order?,"ask,change","agent,order","ask,change,agent,order",order,modification,Neutral
"I bought something, help me modify my order","bought,help,modify",order,"bought,help,modify,order",order,modification,Positive
"I purchased something, help me change my purchase","purchased,help,change",purchase,"purchased,help,change,purchase",purchase,modification,Positive
"i purchased something, help me change my purchase","purchased,help,change",purchase,"purchased,help,change,purchase",purchase,modification,Positive
"I purchased a product, help me change my order","purchased,help,change","product,order","purchased,help,change,product,order",order,modification,Positive
"i purchased  a product, help me change my order, plwase","purchased,help,change","product,order","purchased,help,change,product,order",order,modification,Positive
"I ordered a product, can I change my order?","ordered,change","product,order","ordered,change,product,order",order,modification,Neutral
"i ordered a product, can I change my order?","ordered,change","product,order","ordered,change,product,order",order,modification,Neutral
"I ordered a product, how do I change my order?","ordered,change","product,order","ordered,change,product,order",order,modification,Neutral
"I ordered a product, how can I change my order?","ordered,change","product,order","ordered,change,product,order",order,modification,Neutral
"i ordered a product, how do I change my order?","ordered,change","product,order","ordered,change,product,order",order,modification,Neutral
"I ordered a product, how could i change my order?","ordered,change","product,order","ordered,change,product,order",order,modification,Neutral
"I ordered a product, how do i change my order?","ordered,change","product,order","ordered,change,product,order",order,modification,Neutral
"i ordered a product, can i change my order?","ordered,change","product,order","ordered,change,product,order",order,modification,Neutral
I bought something and I want to change my purchase,"bought,want,change",purchase,"bought,want,change,purchase",purchase,modification,Positive
"I bought something, how do I change my purchase?","bought,change",purchase,"bought,change,purchase",purchase,modification,Neutral
"I bought something, how can I change my purchase?","bought,change",purchase,"bought,change,purchase",purchase,modification,Neutral
"I bought something, can I change my purchase?","bought,change",purchase,"bought,change,purchase",purchase,modification,Neutral
"i bought something, how can I change my purchase?","bought,change",purchase,"bought,change,purchase",purchase,modification,Neutral
can u ask an agent where to modify my order?,"ask,modify","agent,order","ask,modify,agent,order",order,modification,Neutral
"please, could you ask an agent how I could modify my order?","ask,modify","agent,order","ask,modify,agent,order",order,modification,Positive
"please, could u ask an agent if i could modify my order?","ask,modify","agent,order","ask,modify,agent,order",order,modification,Positive
ask an agent how to modify my order,"ask,modify","agent,order","ask,modify,agent,order",order,modification,Neutral
could u ask an agent if I can modify my order?,"ask,modify","agent,order","ask,modify,agent,order",order,modification,Neutral
can u ask an agent to modify my order?,"ask,modify","agent,order","ask,modify,agent,order",order,modification,Neutral
"acn you ask an agent where I could modify my order, please?","ask,modify","agent,order","ask,modify,agent,order",order,modification,Positive
ask an agent if i can modify my order,"ask,modify","agent,order","ask,modify,agent,order",order,modification,Neutral
can you ask an agent if i can modify my order?,"ask,modify","agent,order","ask,modify,agent,order",order,modification,Neutral
"i bought a product, help me change my order","bought,help,change","product,order","bought,help,change,product,order",order,modification,Positive
"I bought a product, help me change my order","bought,help,change","product,order","bought,help,change,product,order",order,modification,Positive
"I want to modify my purchase, tell me how to do it","want,modify,tell,do",purchase,"want,modify,tell,do,purchase",purchase,modification,Positive
"I want to modify my purchase , can you tell me how I can do it?","want,modify,tell,do",purchase,"want,modify,tell,do,purchase",purchase,modification,Positive
"I want to modify my purchase, could you tell me how to do it?","want,modify,tell,do",purchase,"want,modify,tell,do,purchase",purchase,modification,Positive
"I want to modify my purchase, tell me where to do it","want,modify,tell,do",purchase,"want,modify,tell,do,purchase",purchase,modification,Positive
"I want to modify my purchase, can you tell me where I can do it?","want,modify,tell,do",purchase,"want,modify,tell,do,purchase",purchase,modification,Positive
"I want to modify my purchase, tell me where I can do it","want,modify,tell,do",purchase,"want,modify,tell,do,purchase",purchase,modification,Positive
"I want to modify my purchase, can you tell me where to do it?","want,modify,tell,do",purchase,"want,modify,tell,do,purchase",purchase,modification,Positive
"i want to modify my fucking purchase, tell me where I can do it, please","want,modify,tell,do",purchase,"want,modify,tell,do,purchase",purchase,modification,Positive
"I want to modify my purchase, tell me how I can do it","want,modify,tell,do",purchase,"want,modify,tell,do,purchase",purchase,modification,Positive
"I ordered something, what can I do to change my purchase?","ordered,do,change",purchase,"ordered,do,change,purchase",purchase,modification,Neutral
"I ordered something, what should I do to change my purchase?","ordered,do,change",purchase,"ordered,do,change,purchase",purchase,modification,Neutral
tell me how I can change my order,"tell,change",order,"tell,change,order",order,modification,Neutral
tell me if I can change my order,"tell,change",order,"tell,change,order",order,modification,Neutral
tell me if i can change my order,"tell,change",order,"tell,change,order",order,modification,Neutral
can you tell me where I can change my order?,"tell,change",order,"tell,change,order",order,modification,Neutral
can you tell me how to change my order?,"tell,change",order,"tell,change,order",order,modification,Neutral
tell me how to change my order,"tell,change",order,"tell,change,order",order,modification,Neutral
tell me where to change my order,"tell,change",order,"tell,change,order",order,modification,Neutral
can you tell me if I can change my order?,"tell,change",order,"tell,change,order",order,modification,Neutral
"can you tell me if i could change my order, please?","tell,change",order,"tell,change,order",order,modification,Positive
can you tell me how I can change my order?,"tell,change",order,"tell,change,order",order,modification,Neutral
"could you tell me how I can change my fucking order, please?","tell,change",order,"tell,change,order",order,modification,Positive
can you tell me where to change my order?,"tell,change",order,"tell,change,order",order,modification,Neutral
tell me where I can change my order,"tell,change",order,"tell,change,order",order,modification,Neutral
"I want to modify my order, tell me how I can do it","want,modify,tell,do",order,"want,modify,tell,do,order",order,modification,Positive
"I want to modify my order, tell me where I can do it","want,modify,tell,do",order,"want,modify,tell,do,order",order,modification,Positive
"I want to modify my order, can you tell me how I can do it?","want,modify,tell,do",order,"want,modify,tell,do,order",order,modification,Positive
"I want to modify my order, can you tell me where I can do it?","want,modify,tell,do",order,"want,modify,tell,do,order",order,modification,Positive
"I want to modify my fucking order, can you tell me how I can do it?","want,modify,tell,do",order,"want,modify,tell,do,order",order,modification,Positive
"I want to modify my order, can you tell me how to do it?","want,modify,tell,do",order,"want,modify,tell,do,order",order,modification,Positive
"I want to modify my order, can you tell me where to do it?","want,modify,tell,do",order,"want,modify,tell,do,order",order,modification,Positive
"I want to modify my order , tell me how to do it","want,modify,tell,do",order,"want,modify,tell,do,order",order,modification,Positive
"I purchased something, what should I do to change my order?","purchased,do,change",order,"purchased,do,change,order",order,modification,Neutral
"I purchased something, what can I do to change my order?","purchased,do,change",order,"purchased,do,change,order",order,modification,Neutral
"please, could you tell me if I can modify my order?","tell,modify",order,"tell,modify,order",order,modification,Positive
can you tell me if I can modify my order?,"tell,modify",order,"tell,modify,order",order,modification,Neutral
can you tell me how to modify my order?,"tell,modify",order,"tell,modify,order",order,modification,Neutral
tell me where I can modify my order,"tell,modify",order,"tell,modify,order",order,modification,Neutral
"can you tell me how I could modify my order, please?","tell,modify",order,"tell,modify,order",order,modification,Positive
can you tell me where I can modify my order?,"tell,modify",order,"tell,modify,order",order,modification,Neutral
can you tell me where to modify my order?,"tell,modify",order,"tell,modify,order",order,modification,Neutral
tell me how to modify my order,"tell,modify",order,"tell,modify,order",order,modification,Neutral
"could you tell me if i could modify my order, please?","tell,modify",order,"tell,modify,order",order,modification,Positive
tell me if I can modify my order,"tell,modify",order,"tell,modify,order",order,modification,Neutral
tell me how I can modify my order,"tell,modify",order,"tell,modify,order",order,modification,Neutral
"I purchased a product, what do I have to do to change my order?","purchased,have,do,change","product,order","purchased,have,do,change,product,order",order,modification,Neutral
I bouvht a product and I want to change my order,"bouvht,want,change","product,order","bouvht,want,change,product,order",order,modification,Positive
I want to know how to change my order,"want,know,change",order,"want,know,change,order",order,modification,Positive
I want to know if I can change my order,"want,know,change",order,"want,know,change,order",order,modification,Positive
I want to know how I can change my order,"want,know,change",order,"want,know,change,order",order,modification,Positive
I want to know where I can change my order,"want,know,change",order,"want,know,change,order",order,modification,Positive
I want to know if i can change my order,"want,know,change",order,"want,know,change,order",order,modification,Positive
I want to know where to change my order,"want,know,change",order,"want,know,change,order",order,modification,Positive
"i want to know how to change my fucking order, please","want,know,change",order,"want,know,change,order",order,modification,Positive
I ordered something and I want to change my order,"ordered,want,change",order,"ordered,want,change,order",order,modification,Positive
I ordered something and i want to change my order,"ordered,want,change",order,"ordered,want,change,order",order,modification,Positive
i ordered something and I want to change my order,"ordered,want,change",order,"ordered,want,change,order",order,modification,Positive
"I bought something, what can i do to modify my order?","bought,do,modify",order,"bought,do,modify,order",order,modification,Neutral
"I bought something, what should I do to modify my order?","bought,do,modify",order,"bought,do,modify,order",order,modification,Neutral
"I bought something, what can I do to modify my order?","bought,do,modify",order,"bought,do,modify,order",order,modification,Neutral
"I ordered a product, what should I do to change my order?","ordered,do,change","product,order","ordered,do,change,product,order",order,modification,Neutral
"I ordered a product, what can i do to change my order?","ordered,do,change","product,order","ordered,do,change,product,order",order,modification,Neutral
"I ordered a product, what can I do to change my order?","ordered,do,change","product,order","ordered,do,change,product,order",order,modification,Neutral
