,verb_noun,counts,Subject,Intent
9314,"ask,make,agent,changes,information,fucking,profile",1,,
9315,"wanna,make,changes,information,profile",1,,
9316,"want,make,changes,profile",1,,
9317,"need,changing,help,information,profile",1,,
9318,"need,editing,help,information,profile",1,,
9319,"ask,csn,make,agent,changes,information,profile",1,,
9320,"want,make,do,changes,profile",1,,
9321,"ask,update,agnet,profile",1,,
9322,"help,update,fucking,profile",1,,
9323,"ask,edit,agent,fucking,profile",1,,
9324,"help,update,profile",1,,
9325,"modify,information,myprofile",1,,
9326,"help,modify,information,profile",1,,
9327,"ask,modify,agent,fucking,profile",1,,
9328,"help,make,changes,information,profile",1,,
9329,"help,modify,profile",1,,
9330,"need,making,help,changes,profile",1,,
9331,"want,change,do,profile",1,,
9332,"looking,information,access,key,retrieval",1,,
9333,"ask,change,agent,information,fucking,profile",1,,
9334,"want,change,do,information,profile",1,,
9335,"wanna,update,profile",1,,
9336,"help,recovering,account,pin",1,,
9337,"give,information,code,recovery",1,,
9338,"know,have,do,reset,password",1,account,restoration
9339,"need,resetting,help,key,account",1,,
9340,"recover,assistance,password",1,account,restoration
9341,"give,reset,information",1,,
9342,"help,reset,pwd,account",1,,
9343,"find,information,access,recovery",1,,
9344,"want,resettng,assistance,access,key,account",1,,
9345,"want,edit,do,profile",1,,
9346,"retrieve,assistance,user,account,password",1,account,restoration
9347,"tell,pass,reset",1,,
9348,"looking,information,pass,retrieval",1,,
9349,"have,problems,password,recovery",1,account,restoration
9350,"reset,pass,user,account",1,,
9351,"forgot,help,reset,password",1,account,restoration
9352,"forgot,have,do,reset,account",1,,
9353,"have,forgotten,problems,password",1,account,restoration
9354,"want,forgotten,information,password",1,account,restoration
9355,"looking,lost,help,inforation,passwords",1,account,restoration
9356,"need,recover,help,account,PIN,code",1,,
9357,",question,password,recovery",1,account,restoration
9358,"forgot,retrieve,user,acount",1,,
9359,"need,forgotten,information,passwords",1,account,restoration
9360,"remember,recover,key",1,,
9361,"know,reset,myuser,account,PIN",1,,
9362,"lost,like,retrieve,password",1,account,restoration
9363,"hacked,want,get,account,tyo",1,account,restoration
9364,"need,updating,help,profile",1,,
9365,"need,modifying,help,information,profile",1,,
9366,"help,make,changes,profile",1,,
9367,"asi,edit,agent,information,profile",1,,
9368,"want,modify,profile",1,,
9369,"stole,like,retrieve,password,i,d",1,account,restoration
9370,"hacked,like,get,profile",1,account,restoration
9371,"remember,need,retrieving,account,password,hjelp",1,account,restoration
9372,"help,retrieve,account,password",1,account,restoration
9373,"remember,do,retrieve,passwprd",1,,
9374,"forgot,need,help,recovering,password",1,account,restoration
9375,"have,do,make,purchase",1,,
9376,"want,reset,password",1,account,restoration
9377,"hacked,like,get,account",1,account,restoration
9378,"want,reset,help,account,password",1,account,restoration
9379,"forgot,want,retrieve,account,password",1,account,restoration
9380,"have,do,recover,account",1,,
9381,"need,making,assistance,order",1,,
9382,"know,have,do,buy,items",1,purchase,enquiry
9383,"need,buying,help,items",1,,
9384,"forgot,help,password",1,account,restoration
9385,"making,purchase",1,,
9386,"remember,password",1,account,restoration
9387,"forgot,do,reset,account,pssword",1,,
9388,"remember,want,recover,account,password",1,account,restoration
9389,"need,recover,password",1,account,restoration
9390,"lost,want,recover,password",1,account,restoration
9391,"recover,account",1,,
9392,"like,retrieve,do,password",1,account,restoration
9393,"want,recover,have,do,account,password",1,account,restoration
9394,"lost,do,reset,passowrd",1,,
9395,"want,recover,have,do,password",1,account,restoration
9396,"help,reset,password",1,account,restoration
9397,"need,buy,assistance,items",1,,
9398,"remember,need,help,recovering,password",1,account,restoration
9399,"buying,item",1,,
9400,"need,buy,help",1,,
9401,"need,do,buy,",1,,
9402,"lost,need,help,recovering,account,password",1,account,restoration
9403,"stole,help,retrieve,account,password",1,account,restoration
9404,"forgot,help,recover,password",1,account,restoration
9405,"forgot,retrieve,oassword",1,,
9406,"remember,need,resetting,passwlrd,help",1,,
9407,"stoole,do,password",1,account,restoration
9408,"like,reset,help,account,password,u",1,account,restoration
9409,"hacked,like,recover,user,account",1,account,restoration
9410,"lost,help,retrieve,account",1,,
9411,"hacked,like,recover,profile",1,account,restoration
9412,"remember,like,retrieve,password,i",1,account,restoration
9413,"making,order",1,,
9414,"resrt,password",1,account,restoration
9415,"trying,make,purchase",1,,
9416,"forgot,have,do,retrieve,password",1,account,restoration
9417,"remember,wanna,recover,password",1,account,restoration
9418,"need,make,help,purchase",1,,
9419,"need,buy,",1,,
9420,"like,buy,",1,,
9421,"lost,help,retrieve,password",1,account,restoration
9422,"remember,help,pasword",1,,
9423,"buy,assistance",1,,
9424,"know,have,do,make,purchase",1,,
9425,"want,making,assistance,purchase",1,,
9426,"remember,help,recover,account,password",1,account,restoration
9427,"have,do,make,order",1,,
9428,"stole,help,retrieve,password",1,account,restoration
9429,"remember,like,recover,account,password",1,account,restoration
9430,"making,assistance,purchase",1,,
9431,"got,buy,items",1,purchase,enquiry
9432,"trying,buy,items",1,purchase,enquiry
9433,"need,buying,assistance",1,,
9434,"want,buy,assistance,items",1,,
9435,"forgot,do,retrieve,passworfd",1,,
9436,"want,buying,assistance,items",1,,
9437,"rememberf,retrieve,password",1,account,restoration
9438,"foprgot,do,account,password",1,account,restoration
9439,"lost,have,do,account,password",1,account,restoration
9440,"hacked,do,acclunt",1,account,restoration
9441,"forgot,need,resetting,account,password,help",1,account,restoration
9442,"need,make,order",1,,
9443,"remember,wanna,recover,account,password",1,account,restoration
9444,"want,restore,assistance,user,account,access,key",1,,
9445,"lost,recover,passweord",1,,
9446,"stole,help,recover,account,password",1,account,restoration
9447,"want,reset,have,do,account,password",1,account,restoration
9448,"get,information,code,retrieval",1,,
9449,"lost,help,recover,password",1,account,restoration
9450,"remember,want,retrieve,account,password",1,account,restoration
9451,"remember,help,resoring,pin,account",1,,
9452,"tell,recovery",1,,
9453,"try,reset,account,pin,code",1,,
9454,"lost,want,recover,account,password",1,account,restoration
9455,",problems,password,recovery",1,account,restoration
9456,"forgot,have,do,account,password",1,account,restoration
9457,"lost,have,do,reset,password",1,account,restoration
9458,"hacked,need,getting,user,account,weas,help",1,account,restoration
9459,"ilost,wanna,retrieve,password",1,account,restoration
9460,"remember,like,reset,account,password",1,account,restoration
9461,"know,recover,key,account",1,,
9462,"need,recovering,assistance,password",1,account,restoration
9463,"lost,retrieve,account,apssword",1,,
9464,"remember,have,do,retrieve,password",1,account,restoration
9465,"have,reset,account,key",1,,
9466,"hacked,Ihave,do,profile",1,account,restoration
9467,"know,have,do,recover,pin,code",1,,
9468,"remember,have,do,reset,account,password",1,account,restoration
9469,"remember,need,reset,account,pass",1,,
9470,"want,restor,assistance,pass",1,,
9471,"stole,need,help,recovering,password",1,account,restoration
9472,"remember,want,reset,account,password",1,account,restoration
9473,"need,reset,assistance,account,pin,code",1,,
9474,"reset,account,access,key",1,,
9475,",information,password,recovery",1,account,restoration
9476,"need,recover,help,account",1,,
9477,"want,buying,help,item",1,,
9478,"got,buy,item",1,purchase,enquiry
9479,"need,do,restore,user,account,access,key",1,,
9480,"hacked,need,getting,fucking,user,account,help",1,account,restoration
9481,"remember,have,do,password",1,account,restoration
9482,"find,information,pwd",1,,
9483,"trying,buy,",1,,
9484,"lost,want,reset,password",1,account,restoration
9485,"buying,assistance,items",1,,
9486,"have,forgotten,problem,password",1,account,restoration
9487,"stole,have,do,retgrieve,account,password",1,account,restoration
9488,"lost,password",1,account,restoration
9489,"lost,wanna,recover,password",1,account,restoration
9490,"help,making,order",1,,
9491,"want,buying,help,items",1,,
9492,"want,retrieve,help,password",1,account,restoration
9493,"have,retridve,code",1,,
9494,"have,problem,password,recovery",1,account,restoration
9495,"know,recover,key",1,,
9496,"forgotten,question,passwords",1,account,restoration
9497,"lost,need,retrieving,account,passwlrd,help",1,,
9498,"stole,need,help,recovering,pssword",1,,
9499,"want,information,password,recovery",1,account,restoration
9500,"have,forgotten,question,password",1,account,restoration
9501,"help,reset,pass,account",1,,
9502,"stole,like,reset,account,password",1,account,restoration
9503,"forgot,want,retrieve,password",1,account,restoration
9504,"forgot,have,do,reset,account,password",1,account,restoration
9505,"lost,do,recover,password,wht",1,account,restoration
9506,"hacked,wanna,get,",1,account,restoration
9507,"hacked,help,recover,user,account",1,account,restoration
9508,"got,reset,key",1,,
9509,"get,information,reset",1,,
9510,"solving,assistance,issue,payment",1,,
9511,"want,use,user,account",1,,
9512,"want,use,do,switch,otheraccount",1,,
9513,"know,do,receive,newsletter",1,,
9514,"have,call,question,Customer,Support",1,,
9515,"need,contacting,help,Support",1,,
9516,"need,canceling,help,subscription",1,,
9517,"have,have,do,call,question,customer,support",1,,
9518,"ask,agent,customer,support",1,,
9519,"want,like,call,information",1,,
9520,"help,cancel,newsletter,subscription",1,,
9521,"speak,information",1,,
9522,"receive,assistance,company,newsletter",1,,
9523,"trying,unsubscribe,newsletter",1,,
9524,"have,cancel,newsletter,subscripiton",1,,
9525,"have,cancel,subscription,company,newsletter",1,newletter,cancellation
9526,"know,do,sign,newsletter",1,,
9527,"want,unsubscribe,help,newsletter",1,,
9528,"have,need,calling,question,help",1,,
9529,"want,need,calling,information,help,client,service",1,,
9530,"trying,cancel,company,newsletter,subscription",1,,
9531,"uhelp,signing,newsletter",1,,
9532,"need,talk,information,Support",1,,
9533,"need,help,information,contact,customer,support",1,,
9534,"do,do,sign,newsletter",1,,
9535,"need,unsubscribe,help,newsletter",1,,
9536,"want,information,subscription,newsletter",1,,
9537,"have,sign,need,newsletter,help",1,,
9538,"try,cancel,subscription,company,newsletter",1,newletter,cancellation
9539,"show,number,contact",1,customer_support ,enquiry
9540,"want,call,information,customer,service",1,,
9541,"need,cancel,newsletter,subscription",1,,
9542,"ask,agent,phone,number,contact,customer,service",1,customer_support ,enquiry
9543,"cancelling,assistance,newsletter,subscription",1,,
9544,"check,status,newsletter,subscription",1,,
9545,"subscribe,do,newsletter",1,,
9546,"want,cancel,help,company,newsletter,subscription",1,,
9547,"show,contact,information,mail,address",1,,
9548,"want,need,sending,information,help,email,customer,support",1,,
9549,"like,information,mail,address",1,,
9550,"needto,unsubscribe,newsletter",1,,
9551,"find,subscribing,information,newslewtter",1,,
9552,"need,seeing,help,status,newsletter,subscription",1,,
9553,"d,speak,information,customer,service",1,,
9554,"have,need,talking,question,help,customer,support",1,,
9555,"unsubscribe,assistance,company,newsletter",1,,
9556,"want,subscribing,assistance,company,newsletter",1,,
9557,"show,contact,email,address,Support",1,,
9558,"s,email",1,,
9559,"ask,agent,email,address,contact",1,,
9560,"help,receiving,newsletter",1,,
9561,"want,cancel,company,newsletter,subscription",1,,
9562,"help,unsubscribing,newsletter",1,,
9563,"cancelling,subscription,company,newsletter",1,,
9564,"want,need,speaking,information,help,Support",1,,
9565,"try,sign,company,newsletter",1,,
9566,"subscribing,company,newsletter",1,,
9567,"give,informationabout,email,address",1,,
9568,"want,contact,information,mail,Support",1,customer_support ,enquiry
9569,"tell,subscription,company,newsletter",1,,
9570,"want,need,talking,information,help,customer,service",1,,
9571,"need,cancel,subscription,company,newsletter",1,newletter,cancellation
9572,"want,have,do,talk,information,customer,service",1,,
9573,"show,email,contact,customer,support",1,customer_support ,enquiry
9574,"unsubscribing,information,company,newsletter",1,,
9575,"contact,fucking,",1,,
9576,"help,canceling,subscription,company,newsletter",1,,
9577,"need,want,call,information,client,service",1,,
9578,"utell,newsletter,subscription",1,,
9579,"have,help,speak,question,Support",1,,
9580,"ask,agent,makl,contact,client,service",1,,
9581,"ask,is,agent,phone,number,contact,customer,support",1,,
9582,"wanna,see,number",1,,
9583,"subscribing,assistance,company,newsletter",1,,
9584,"want,like,speak,information,d,service",1,,
9585,"need,do,report,issue,payment",1,,
9586,"want,information,address",1,,
9587,"wanna,know,mail,client,service",1,customer_support ,enquiry
9588,"like,report,issue,payments",1,complaint,enquiry
9589,"reporting,assistance,issues,payment",1,,
9590,"trying,report,issue,payment",1,,
9591,",report,issues,payments",1,complaint,enquiry
9592,"ask,send,agent,email,support",1,,
9593,"need,need,speaking,information,help,customer,support",1,,
9594,"like,subscribe,newsletter",1,newletter,subscription
9595,"need,subscribe,assistance,company,newsletter",1,,
9596,"want,talk,iwant,information,client,service",1,,
9597,"help,see,tge,status,newsletter,subscription",1,,
9598,"ask,colud,fucking,agent,talk",1,,
9599,"want,see,mail,contact,client,service",1,,
9600,"want,report,help,payment,issues",1,,
9601,"solving,assistance,issues,payment",1,,
9602,"need,reporting,assistance,issue,payment",1,,
9603,"want,solving,help,issues,payment",1,,
9604,"want,have,do,call,infomration,customer,support",1,,
9605,"want,reporting,help,payment,issue",1,,
9606,"show,contact,address",1,,
9607,"try,report,issue,payment",1,,
9608,"help,send,email,customer,service",1,,
9609,"want,wanna,call,information,client,service",1,,
9610,"reporting,assistance,issues,payments",1,,
9611,"want,know,hours,customer,service",1,,
9612,",question,payment",1,,
9613,"want,reporting,help,issue,payments",1,,
9614,"want,reporting,help,payment,issues",1,,
9615,"have,do,talk,question,whta,customer,support",1,,
9616,"trying,unsubscribe,",1,,
9617,"need,subscribing,help,company,newsletter",1,,
9618,"ask,send,agent,email",1,,
9619,"need,talk,information,customer,suport",1,,
9620,"need,subscribe,company,newsletter",1,newletter,subscription
9621,"trying,sign,company,newsletter",1,,
9622,"want,do,send,information,email,client,service",1,,
9623,"tell,cancelling,company,newsletter,subscription",1,,
9624,"have,have,do,speak,question,whta",1,,
9625,"have,need,sending,question,email,Support",1,,
9626,",information,mail,Support",1,,
9627,"need,information,email,address,contact",1,,
9628,"want,do,call,information,customer,service",1,,
9629,"subscribing,information,company,newsletter",1,,
9630,"want,sign,assistance,newsletter",1,,
9631,"tell,email,customer,service",1,,
9632,"talkto,",1,,
9633,"have,unsubscribe,uheelp,newsletter",1,,
9634,"help,cancelling,subscription,newsletter",1,,
9635,",subscription,company,newsletter",1,,
9636,"s,mail,customer,service",1,,
9637,"tell,contact,ermail,address",1,,
9638,"trying,subscribe,company,newsletter",1,newletter,subscription
9639,"subscribe,assistance,newsletter",1,,
9640,"unsubscribing,company,newsletter",1,,
9641,"got,unsubscribe,company,newsletter",1,newletter,subscription
9642,"have,want,contact,question,Support",1,,
9643,"need,help,information,contact,Support",1,,
9644,"ask,agent,mail,address,client,service",1,,
9645,"want,help,send,information,email,Support",1,,
9646,"have,do,sign,company,newsletter",1,,
9647,",information,email,address,Support",1,,
9648,"want,know,company,newsletter,subscription",1,,
9649,"tell,contact,",1,,
9650,"want,receive,assistance,newsletter",1,,
9651,"tell,cancel,subscription",1,,
9652,"need,cancelling,help,subscription,newsletter",1,,
9653,"help,change,user,account",1,,
9654,"s,contact,mail,address",1,customer_support ,enquiry
9655,"want,cancelling,help,suscription,newsletter",1,,
9656,"want,unsubscribe,need,newsletter,help",1,,
9657,"have,like,send,fucking,question,email",1,,
9658,"got,unsubscribe,need,newsletter,help",1,,
9659,"cancelling,assistance,company,newsletter,subscription",1,,
9660,"want,know,subscribing,company,newsletter",1,,
9661,"show,mail,customer,support",1,,
9662,",hour",1,,
9663,"cancel,subscription",1,,
9664,"help,talk,client,service",1,,
9665,"have,want,send,question,email,customer,service",1,,
9666,"canceling,subscription,company,newsletter",1,,
9667,"need,want,contact,information,Support",1,customer_support ,enquiry
9668,"call,d,information,customer,support",1,,
9669,"want,contact,information,support",1,customer_support ,enquiry
9670,"tell,email,address,contact,customer,service",1,customer_support ,enquiry
9671,"want,subscribe,company,newsletter",1,newletter,subscription
9672,"help,cancelling,subscription,company,newsletter",1,,
9673,"want,know,is,contact,phone,number,Support",1,customer_support ,enquiry
9674,"try,cancel,company,newsletter,subscription",1,,
9675,"have,subscribe,company,newsletter",1,newletter,subscription
9676,"wanna,see,hours,client,service",1,,
9677,"utell,cancel,subscription,newsletter",1,,
9678,"ant,know,mail,address",1,customer_support ,enquiry
9679,"unsubscribe,get,newsletter,hlp",1,,
9680,"tell,canceling,company,newsletter,subscription",1,,
9681,"have,do,speak,question,client,service",1,,
9682,"want,have,do,speak,information,customer,service",1,,
9683,"call,Support",1,,
9684,"have,want,send,question,email,customer,support",1,,
9685,"send,email,customer,support",1,,
9686,"want,like,talk,information",1,,
9687,"need,contact,information,mail,Support",1,,
9688,"help,talk,customer,support",1,,
9689,"want,information,company,newsletter,subscription",1,,
9690,"ask,agent,mail,address,contact,customer,service",1,customer_support ,enquiry
9691,"need,canceling,help,company,newsletter,subscription",1,,
9692,"want,",1,,
9693,"need,contacting,d,information,help,customer,service",1,,
9694,"send,email,client,servioce",1,,
9695,"need,need,sending,information,help,email,Support",1,,
9696,"s,contact,email",1,,
9697,"need,help,talk,information,Support",1,,
9698,"need,cancel,help,subscription,newsletter",1,,
9699,"subscribe,assistance,company,newsletter",1,,
9700,"want,see,mail,customer,service",1,,
9701,"want,cancel,subscription,company,newsletter",1,newletter,cancellation
9702,"want,want,talk,information,Support",1,,
9703,"want,need,contacting,fucking,information,help",1,,
9704,"need,information,company,newsletter,subscription",1,,
9705,"need,contact,information,email",1,,
9706,"need,call,information,u,client,service",1,,
9707,"have,unsubscribe,need,newsletter,help",1,,
9708,"have,help,talk,question,Support",1,,
9709,"tell,address,contact,client,service",1,,
9710,"need,unsubscribe,do,newsletter",1,,
9711,"cancel,information,company,newsletter,subscription",1,,
9712,"check,help,status,newsletter,subscription",1,,
9713,"show,email,contact,client,service",1,customer_support ,enquiry
9714,"help,unsubscribing,company,newsletter",1,,
9715,"have,talk,question,client,service",1,,
9716,"ask,agent,number,customer,service",1,,
9717,"ask,agent,email",1,,
9718,"have,help,queestion,contact,customer,service",1,customer_support ,enquiry
9719,"sbow,email,address,contact,clent,service",1,,
9720,"have,cancel,company,newsletter,subscription",1,,
9721,"have,unsubscribe,newsletter",1,,
9722,"know,sign,company,newsletter",1,,
9723,"ask,sdpeak,agent,client,service",1,,
9724,"want,canceling,assistance,subscription",1,,
9725,"tell,is,contact,phone,number,Support",1,customer_support ,enquiry
9726,"wanna,know,email,contact,customer,service",1,customer_support ,enquiry
9727,"contact,d,information,client,service",1,,
9728,"have,contact,question,customer,service",1,,
9729,"want,receiving,assistance,newsletter",1,,
9730,"want,know,phone,number,customer,support",1,,
9731,"have,need,talking,question,help",1,,
9732,"show,status,company,newsletter,subscription",1,,
9733,"cancel,assistance,subscription",1,,
9734,"subscribe,newsleter,",1,,
9735,"see,status,company,newsletter,subscription",1,,
9736,"tell,cancel,company,newsletter,subscription",1,,
9737,"help,canceling,subscription",1,,
9738,"need,help,send,information,email,client,service",1,,
9739,"wanna,see,number,contact,customer,support",1,,
9740,"ask,fucking,agent,customer,service",1,,
9741,"s,mail,address,customer,service",1,,
9742,"want,subscribe,help,company,newsletter",1,,
9743,"find,information,company,newsletter,subscription",1,,
9744,"want,wanna,call,information,customer,support",1,,
9745,"like,cancel,company,newsletter,subscription",1,,
9746,"cancel,assistance,company,newsletter,subscription",1,,
9747,"need,subscribing,help,company",1,,
9748,"want,send,email,Support",1,,
9749,"wanna,send,email,client,service",1,,
9750,",newsletter",1,,
9751,"want,cancelling,help,company,newsletter,subscription",1,,
9752,"ask,call,agent,client,service",1,,
9753,"tel,",1,,
9754,"s,mail,address,contact,customer,service",1,customer_support ,enquiry
9755,"show,contact,no,Support",1,,
9756,"want,contact,customer,support",1,,
9757,"canceling,assistance,company,newsletter,subscription",1,,
9758,"need,information,customer,service",1,,
9759,"need,information,canI,call",1,,
9760,"want,need,contacting,information,help,Support",1,,
9761,"like,send,fucking,information,email",1,,
9762,"need,cancelling,help,newsletter,subscription",1,,
9763,"want,unsubscribe,newsletter",1,,
9764,"know,canceling,newsletter,subscription",1,,
9765,"tell,number,contact,customer,service",1,customer_support ,enquiry
9766,"tell,contact,number,service",1,customer_support ,enquiry
9767,"receiving,newsletter",1,,
9768,"want,canceling,help,company,newsletter,subscription",1,,
9769,"like,subscribe,company,newsletter",1,newletter,subscription
9770,"know,unsubscribe,newsleter",1,,
9771,"tell,number,customer,support",1,,
9772,"want,unsubscribe,assistance,newslettee",1,,
9773,"tell,number,client,service",1,,
9774,"show,thed,information,mail,address",1,,
9775,"unsubscribbe,newsletter",1,,
9776,"need,need,sending,information,help,email,customer,support",1,,
9777,"got,cancel,company,newsletter,subscription",1,,
9778,"tell,phone,number,customer,service",1,,
9779,"like,like,call,information",1,,
9780,"like,speak,i,d,information,i,d,client,service",1,,
9781,",company,newsletter,subscription",1,,
9782,",information,company,newsletter,subscription",1,,
9783,"help,unsubscribe,",1,,
9784,"tell,number,contact,client,service",1,,
9785,"help,sign,newsletter",1,,
9786,"help,cancel,subscription,newsletter",1,,
9787,"show,email,address,contact,customer,service",1,customer_support ,enquiry
9788,"want,speak,information,Customer,Support",1,,
9789,"like,call,information",1,,
9790,"help,signing,newsletter",1,,
9791,"know,do,receive,company,newsletter",1,,
9792,"ask,agent,mail,address,contact,customer,support",1,,
9793,"need,report,assistance,payment,issues",1,,
9794,"tell,hours,customer,support",1,,
9795,"find,information,xancrllation,fee",1,,
9796,"want,view,do,cancellation,fee",1,cancellation_fee,enquiry
9797,"ask,view,agent,cacnellation,penalties",1,,
9798,"wanna,see,help,cancellation,penalties,u",1,cancellation_fee,enquiry
9799,"ask,give,agent,information,cancellation,fee",1,cancellation_fee,enquiry
9800,"want,view,help,cancellation,fees",1,cancellation_fee,enquiry
9801,"trying,report,issues,payment",1,complaint,enquiry
9802,"find,information,cancelation,fees",1,,
9803,"want,see,help,cancellation,penalty",1,cancellation_fee,enquiry
9804,"help,see,cancellation,penalties",1,cancellation_fee,enquiry
9805,"want,see,cancellation,fees",1,cancellation_fee,enquiry
9806,"want,report,help,issue,payments",1,,
9807,"do,wannacheck,cancellation,fees",1,cancellation_fee,enquiry
9808,"want,check,help,cancellation,penalties",1,cancellation_fee,enquiry
9809,"view,penalty",1,,
9810,"s,see,cancellation,fees",1,cancellation_fee,enquiry
9811,"need,viewing,help,cancellation,fee",1,cancellation_fee,enquiry
9812,",issues,payments",1,,
9813,"view,cancelltion,fees",1,,
9814,"view,fucking,cancellatyion,fee",1,,
9815,"need,checking,help,cancellation,penalty",1,cancellation_fee,enquiry
9816,"like,check,have,do,cancellation,penalty",1,cancellation_fee,enquiry
9817,"tell,cancellation,penalty",1,cancellation_fee,enquiry
9818,"want,see,help,cancellation,penalties",1,cancellation_fee,enquiry
9819,"want,view,have,do,cancellation,fee",1,cancellation_fee,enquiry
9820,"want,view,help,cancellation,fee",1,cancellation_fee,enquiry
9821,"have,do,report,issue,payments",1,complaint,enquiry
9822,"need,report,assistance,issues,payment",1,,
9823,"need,viewing,help,cancellation,fees",1,cancellation_fee,enquiry
9824,"want,solving,assistance,payment,issue",1,,
9825,"wanna,check,help,cancellation,fees",1,cancellation_fee,enquiry
9826,"youask,agent,cancellation,penalty",1,cancellation_fee,enquiry
9827,"want,check,have,do,cancellation,fee",1,cancellation_fee,enquiry
9828,",issue,payments",1,,
9829,"want,view,help,cancellation,penalties",1,cancellation_fee,enquiry
9830,"got,report,payment,issues",1,,
9831,"want,view,do,cancellation,fees",1,cancellation_fee,enquiry
9832,"have,report,issues,payment",1,complaint,enquiry
9833,"find,information,cancellation,fee",1,cancellation_fee,enquiry
9834,"wanna,view,have,do,cancellation,fee",1,cancellation_fee,enquiry
9835,"ask,find,agent,information,cancellation,fees",1,cancellation_fee,enquiry
9836,",cancellation,penalties",1,cancellation_fee,enquiry
9837,"want,view,have,do,cancellation,fees,doI",1,cancellation_fee,enquiry
9838,"need,viewing,help,cancellation,penalty",1,cancellation_fee,enquiry
9839,"wanna,do,view,cancellation,fees",1,cancellation_fee,enquiry
9840,"want,see,cancellation,penalty",1,cancellation_fee,enquiry
9841,"want,view,cancellation,penalties",1,cancellation_fee,enquiry
9842,"want,check,have,d,cancellation,fee",1,cancellation_fee,enquiry
9843,"ask,colud,check,agent,cancellation,penalty",1,cancellation_fee,enquiry
9844,"ask,show,agent,information,cancellation,penalty",1,cancellation_fee,enquiry
9845,"need,report,assistance,issue,payments",1,,
9846,"want,information,cancellation,penalty",1,cancellation_fee,enquiry
9847,"need,report,assistance,payment,issue",1,,
9848,"report,assistance,issues,payments",1,,
9849,"want,see,help,cancellation,penaltgies,u",1,,
9850,"want,help,reporting,issues,payment",1,,
9851,"want,see,help,cancellation,fee",1,cancellation_fee,enquiry
9852,"want,report,issues,payments",1,complaint,enquiry
9853,"want,see,have,do,cancellation,fees",1,cancellation_fee,enquiry
9854,"like,view,cancellation,penalty",1,cancellation_fee,enquiry
9855,"like,see,do,cancellation,penalties",1,cancellation_fee,enquiry
9856,",issue,payment",1,,
9857,"ask,viewthe,agent,cancellation,fee",1,cancellation_fee,enquiry
9858,"help,see,cancellation,penalty",1,cancellation_fee,enquiry
9859,"help,check,cancellation,penalties",1,cancellation_fee,enquiry
9860,"wanna,check,have,do,cancellation,penalties",1,cancellation_fee,enquiry
9861,"help,reporting,issues,payment",1,,
9862,"need,seeing,help,cancellation,fee",1,cancellation_fee,enquiry
9863,"want,report,assistance,payment,issue",1,,
9864,"want,report,assistance,issue,payment",1,,
9865,"solve,assistance,issue,payments",1,,
9866,"want,use,have,do,change,user,account",1,,
9867,"wanna,use,need,changing,user,account,help",1,account,switch
9868,"wanna,change,user,account",1,,
9869,"like,use,switch,user,account",1,,
9870,"wanna,use,do,change,profile",1,,
9871,",payment,issue",1,,
9872,"want,use,have,do,switch,profile",1,,
9873,"want,use,help,switch,user,account",1,,
9874,"ask,agent,information,cancellation,fee",1,cancellation_fee,enquiry
9875,"help,see,cancellation,fees",1,cancellation_fee,enquiry
9876,"need,reporting,assistance,issue,payments",1,,
9877,",information,cancellation,penalties",1,cancellation_fee,enquiry
9878,"solve,issue,payments",1,,
9879,"help,view,cancellation,penalty",1,cancellation_fee,enquiry
9880,"find,information,cancellation,penalty",1,cancellation_fee,enquiry
9881,"want,use,have,do,switch,user,account",1,,
9882,"help,switch,profile",1,,
9883,"want,use,switch,fucking,profile",1,,
9884,"like,use,switch,profile",1,,
9885,"wanna,use,account",1,account,set_up
9886,"like,use,need,switching,user,account,help",1,account,switch
9887,"like,use,have,do,switch,profile",1,,
9888,"want,use,profile",1,,
9889,"wanna,use,change,user,account",1,,
9890,"chhange,user,account",1,,
9891,"want,use,need,switching,profile,help",1,,
9892,"ask,switch,fucking,agent,user,account",1,,
9893,"want,use,change,account,themn",1,,
9894,"ask,fucking,agent,user,accoun",1,,
9895,"switch,agent,account",1,account,switch
9896,"wanna,use,switch,profile",1,,
9897,"want,use,need,changing,profile,help",1,,
9898,"need,report,assistance,issue,payment",1,,
9899,"help,check,cancellation,penalty",1,cancellation_fee,enquiry
9900,"trying,report,issue,payments",1,complaint,enquiry
9901,"want,report,assistance,payment,issues",1,,
9902,"view,fees",1,,
9903,"want,check,help,cancellation,fee,u",1,cancellation_fee,enquiry
9904,"want,see,cancellation,fee",1,cancellation_fee,enquiry
9905,"like,report,payment,issue",1,,
9906,"show,information,cancellation,fee",1,cancellation_fee,enquiry
9907,"need,report,help,issue,payments",1,,
9908,"ask,check,agent,cancellation,fees",1,cancellation_fee,enquiry
9909,"like,check,do,cancellation,penalties",1,cancellation_fee,enquiry
9910,",issues,payment",1,,
9911,"have,do,report,payment,issues",1,,
9912,"report,assistance,issues,payment",1,,
9913,"show,information,cancellation,fees",1,cancellation_fee,enquiry
9914,"want,view,help,t,cancellation,penalty",1,cancellation_fee,enquiry
9915,"want,view,cancellation,fee",1,cancellation_fee,enquiry
9916,"want,solving,help,issue,payments",1,,
9917,"want,solving,assistance,payment,issues",1,,
9918,"trying,report,payment,issues",1,,
9919,"help,view,cancelation,penalties",1,,
9920,",information,cancellation,fees",1,cancellation_fee,enquiry
9921,"want,ssee,have,do,cancellation,fee",1,cancellation_fee,enquiry
9922,"need,solve,help,issues,payment",1,,
9923,"reporting,payment,issues",1,,
